"vegetable-oil_price","date","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply"
112.192,"2017-01-31",16062.59,1960.71,6763.77,10840.78,2.62,1.46,6652.26,3181.1,16331.46,1975.02,45969.5,16142.1,1995.46,7339.31,80.06,11946.91,6393.15,4115.15,17108.71,25476.88,25476.88
110.259,"2016-12-31",15974.41,1952.41,6751.65,10790.75,2.61,1.45,6641.54,3155.21,16247.13,1974.74,45879.18,16086.09,1977.92,7346.67,79.83,11918.5,6393.67,4087.75,17042.24,25410.66,25410.66
106.161,"2016-11-30",15922.07,1938.86,6703.51,10756.3,2.61,1.45,6611.49,3153.51,16140.4,2002.1,45721.73,16043.22,1977.74,7293.7,79.76,11890.73,6354.47,4072.71,16958.1,25314.66,25314.66
101.847,"2016-10-31",15869.73,1925.31,6655.38,10721.84,2.61,1.45,6581.44,3151.81,16033.68,2029.44,45564.27,16000.33,1977.56,7240.74,79.68,11862.97,6315.25,4057.67,16873.95,25218.66,25218.66
104.32,"2016-09-30",15817.39,1911.76,6607.25,10687.39,2.61,1.44,6551.39,3150.1,15926.95,2056.77,45406.82,15957.47,1977.39,7187.8,79.64,11835.21,6276.05,4042.64,16789.81,25122.66,25122.66
102.386,"2016-08-31",15765.05,1898.21,6559.11,10652.94,2.61,1.44,6521.34,3148.4,15820.23,2084.14,45249.36,15914.59,1977.23,7134.84,79.56,11807.45,6236.84,4027.59,16705.65,25026.64,25026.64
94.903,"2016-07-31",15712.7,1884.66,6510.98,10618.48,2.61,1.44,6491.29,3146.7,15713.5,2111.5,45091.91,15871.69,1977.04,7081.89,79.49,11779.68,6197.63,4012.55,16621.51,24930.63,24930.63
97.927,"2016-06-30",15660.36,1871.1,6462.84,10584.03,2.61,1.43,6461.24,3145,15606.78,2138.82,44934.46,15828.82,1976.87,7028.91,79.41,11751.92,6158.42,3997.5,16537.38,24834.63,24834.63
99.556,"2016-05-31",15608.02,1857.55,6414.71,10549.58,2.61,1.43,6431.19,3143.3,15500.05,2166.17,44777.01,15785.96,1976.7,6975.96,79.35,11724.13,6119.2,3982.46,16453.23,24738.62,24738.62
101.169,"2016-04-30",15555.68,1844,6366.58,10515.12,2.61,1.43,6401.14,3141.59,15393.33,2193.54,44619.56,15743.09,1976.53,6923,79.28,11696.39,6080,3967.43,16369.09,24642.62,24642.62
97.343,"2016-03-31",15503.34,1830.45,6318.44,10480.67,2.61,1.42,6371.09,3139.89,15286.61,2220.87,44462.12,15700.2,1976.35,6870.04,79.21,11668.6,6040.79,3952.38,16284.94,24546.61,24546.61
92.151,"2016-02-29",15450.99,1816.9,6270.31,10446.21,2.61,1.42,6341.04,3138.19,15179.88,2248.21,44304.65,15657.34,1976.18,6817.07,79.13,11640.85,6001.57,3937.34,16200.79,24450.6,24450.6
85.291,"2016-01-31",15398.65,1803.35,6222.17,10411.76,2.61,1.42,6310.99,3136.49,15073.16,2275.56,44147.2,15614.47,1976.02,6764.12,79.07,11613.09,5962.37,3922.29,16116.64,24354.58,24354.58
86.681,"2015-12-31",15346.31,1789.8,6174.04,10377.31,2.61,1.41,6280.94,3134.78,14966.43,2302.91,43989.74,15571.59,1975.84,6711.16,79,11585.33,5923.17,3907.24,16032.49,24258.58,24258.58
85.129,"2015-11-30",15308.2,1812.55,6198.64,10351.12,2.61,1.41,6283.26,3106.4,14983.76,2294.03,43968.76,15514.56,2003.11,6739.38,78.98,11554.54,5921.29,3881.06,16041.72,24257.04,24257.04
87.756,"2015-10-31",15270.09,1835.3,6223.23,10324.93,2.6,1.41,6285.58,3078.01,15001.1,2285.17,43947.77,15457.54,2030.35,6767.6,78.94,11523.74,5919.4,3854.89,16050.94,24255.5,24255.5
81.961,"2015-09-30",15231.98,1858.05,6247.83,10298.74,2.6,1.41,6287.9,3049.62,15018.43,2276.3,43926.77,15400.54,2057.6,6795.81,78.91,11492.94,5917.51,3828.7,16060.15,24253.96,24253.96
82.295,"2015-08-31",15193.86,1880.79,6272.43,10272.55,2.6,1.4,6290.22,3021.23,15035.76,2267.44,43905.78,15343.52,2084.86,6824.02,78.89,11462.11,5915.61,3802.5,16069.36,24252.42,24252.42
90.429,"2015-07-31",15155.75,1903.54,6297.02,10246.36,2.6,1.4,6292.55,2992.85,15053.09,2258.57,43884.79,15286.52,2112.12,6852.23,78.86,11431.33,5913.72,3776.31,16078.58,24250.88,24250.88
95.89,"2015-06-30",15117.64,1926.29,6321.62,10220.17,2.6,1.4,6294.87,2964.46,15070.43,2249.7,43863.79,15229.5,2139.37,6880.44,78.85,11400.55,5911.83,3750.14,16087.79,24249.34,24249.34
94.49,"2015-05-31",15079.53,1949.04,6346.21,10193.98,2.6,1.4,6297.19,2936.07,15087.76,2240.83,43842.8,15172.5,2166.63,6908.68,78.8,11369.75,5909.92,3723.93,16097.02,24247.78,24247.78
91.867,"2015-04-30",15041.42,1971.79,6370.81,10167.79,2.6,1.4,6299.51,2907.69,15105.09,2231.98,43821.79,15115.48,2193.89,6936.9,78.77,11338.94,5908.06,3697.75,16106.22,24246.24,24246.24
92.615,"2015-03-31",15003.31,1994.54,6395.41,10141.6,2.59,1.39,6301.83,2879.3,15122.42,2223.11,43800.81,15058.44,2221.17,6965.1,78.75,11308.15,5906.17,3671.57,16115.44,24244.72,24244.72
95.18,"2015-02-28",14965.2,2017.28,6420,10115.41,2.59,1.39,6304.16,2850.91,15139.76,2214.24,43779.81,15001.45,2248.4,6993.32,78.71,11277.36,5904.28,3645.39,16124.66,24243.16,24243.16
95,"2015-01-31",14927.09,2040.03,6444.6,10089.22,2.59,1.39,6306.48,2822.52,15157.09,2205.37,43758.84,14944.43,2275.64,7021.55,78.71,11246.54,5902.39,3619.19,16133.86,24241.63,24241.63
97.892,"2014-12-31",14888.97,2062.78,6469.2,10063.03,2.59,1.39,6308.8,2794.14,15174.42,2196.51,43737.82,14887.42,2302.91,7049.75,78.68,11215.76,5900.5,3593,16143.09,24240.09,24240.09
100.851,"2014-11-30",14839.03,2052.36,6432.63,10032.63,2.59,1.38,6278.57,2793.19,15112.09,2180.48,43533.28,14862.56,2294.03,6989.03,78.57,11179.27,5875.37,3604.74,16089.77,24145.62,24145.62
100.091,"2014-10-31",14789.09,2041.94,6396.07,10002.24,2.59,1.38,6248.33,2792.24,15049.77,2164.47,43328.74,14837.7,2285.17,6928.3,78.47,11142.77,5850.24,3616.47,16036.46,24051.16,24051.16
98.551,"2014-09-30",14739.15,2031.52,6359.5,9971.84,2.59,1.38,6218.1,2791.29,14987.44,2148.44,43124.21,14812.83,2276.3,6867.56,78.36,11106.26,5825.11,3628.22,15983.13,23956.73,23956.73
101.648,"2014-08-31",14689.21,2021.1,6322.94,9941.44,2.59,1.38,6187.86,2790.34,14925.11,2132.43,42919.66,14787.96,2267.44,6806.82,78.26,11069.77,5800,3639.96,15929.83,23862.24,23862.24
110.629,"2014-07-31",14639.26,2010.67,6286.37,9911.04,2.59,1.37,6157.63,2789.39,14862.79,2116.39,42715.12,14763.1,2258.57,6746.1,78.16,11033.3,5774.86,3651.69,15876.51,23767.8,23767.8
115.222,"2014-06-30",14589.32,2000.25,6249.81,9880.65,2.59,1.37,6127.39,2788.44,14800.46,2100.36,42510.59,14738.25,2249.7,6685.37,78.05,10996.79,5749.75,3663.4,15823.21,23673.33,23673.33
119.177,"2014-05-31",14539.38,1989.83,6213.24,9850.25,2.58,1.37,6097.16,2787.5,14738.13,2084.34,42306.05,14713.37,2240.83,6624.64,77.94,10960.28,5724.63,3675.15,15769.9,23578.87,23578.87
121.53,"2014-04-30",14489.44,1979.41,6176.68,9819.85,2.58,1.36,6066.93,2786.55,14675.81,2068.34,42101.5,14688.53,2231.98,6563.92,77.84,10923.8,5699.5,3686.88,15716.59,23484.41,23484.41
125.384,"2014-03-31",14439.49,1968.99,6140.12,9789.45,2.58,1.36,6036.69,2785.6,14613.48,2052.31,41896.96,14663.68,2223.11,6503.18,77.74,10887.3,5674.37,3698.63,15663.27,23389.96,23389.96
120.84,"2014-02-28",14389.55,1958.57,6103.55,9759.06,2.58,1.36,6006.46,2784.65,14551.15,2036.31,41692.42,14638.81,2214.24,6442.48,77.63,10850.81,5649.25,3710.37,15609.96,23295.51,23295.51
115.58,"2014-01-31",14339.61,1948.15,6066.99,9728.66,2.58,1.36,5976.22,2783.7,14488.82,2020.27,41487.88,14613.95,2205.37,6381.73,77.52,10814.34,5624.11,3722.11,15556.65,23201.05,23201.05
120.383,"2013-12-31",14289.67,1937.73,6030.42,9698.26,2.58,1.35,5945.99,2782.75,14426.5,2004.26,41283.33,14589.07,2196.51,6321,77.43,10777.85,5599.01,3733.84,15503.34,23106.59,23106.59
121.969,"2013-11-30",14228.03,1933.36,6016.89,9662.61,2.58,1.35,5928.96,2771.46,14364.55,2003.01,41089.35,14525.61,2180.48,6308.46,77.42,10743.44,5586.25,3704.76,15425.31,23014.56,23014.56
116.039,"2013-10-31",14166.4,1928.99,6003.37,9626.96,2.58,1.35,5911.92,2760.16,14302.61,2001.75,40895.4,14462.16,2164.47,6295.93,77.41,10709.05,5573.51,3675.71,15347.28,22922.53,22922.53
112.917,"2013-09-30",14104.77,1924.63,5989.84,9591.31,2.58,1.34,5894.89,2748.86,14240.67,2000.49,40701.44,14398.69,2148.44,6283.4,77.41,10674.66,5560.75,3646.61,15269.26,22830.52,22830.52
111.895,"2013-08-31",14043.13,1920.26,5976.31,9555.66,2.58,1.34,5877.86,2737.57,14178.73,1999.26,40507.48,14335.22,2132.43,6270.86,77.4,10640.28,5547.99,3617.57,15191.25,22738.5,22738.5
116.221,"2013-07-31",13981.5,1915.89,5962.78,9520,2.58,1.33,5860.83,2726.27,14116.78,1997.99,40313.52,14271.77,2116.39,6258.32,77.39,10605.89,5535.25,3588.49,15113.24,22646.48,22646.48
120.681,"2013-06-30",13919.86,1911.53,5949.25,9484.35,2.58,1.33,5843.8,2714.97,14054.84,1996.74,40119.54,14208.29,2100.36,6245.78,77.38,10571.5,5522.5,3559.42,15035.21,22554.47,22554.47
121.046,"2013-05-31",13858.23,1907.16,5935.73,9448.7,2.58,1.33,5826.77,2703.67,13992.9,1995.5,39925.58,14144.83,2084.34,6233.24,77.38,10537.11,5509.76,3530.34,14957.2,22462.44,22462.44
120.636,"2013-04-30",13796.6,1902.79,5922.2,9413.05,2.58,1.32,5809.74,2692.38,13930.96,1994.26,39731.61,14081.37,2068.34,6220.72,77.37,10502.7,5497.01,3501.29,14879.16,22370.42,22370.42
122.382,"2013-03-31",13734.96,1898.43,5908.67,9377.4,2.59,1.32,5792.7,2681.08,13869.01,1993,39537.65,14017.88,2052.31,6208.17,77.36,10468.34,5484.25,3472.2,14801.15,22278.38,22278.38
125.549,"2013-02-28",13673.33,1894.06,5895.14,9341.75,2.59,1.32,5775.67,2669.78,13807.07,1991.76,39343.67,13954.44,2036.31,6195.65,77.35,10433.95,5471.52,3443.14,14723.12,22186.37,22186.37
124.28,"2013-01-31",13611.69,1889.7,5881.62,9306.1,2.59,1.31,5758.64,2658.48,13745.13,1990.5,39149.71,13890.97,2020.27,6183.11,77.34,10399.57,5458.75,3414.07,14645.1,22094.36,22094.36
118.381,"2012-12-31",13550.06,1885.33,5868.09,9270.44,2.59,1.31,5741.61,2647.19,13683.18,1989.25,38955.76,13827.5,2004.26,6170.58,77.34,10365.17,5446.01,3385,14567.09,22002.33,22002.33
121.522,"2012-11-30",13505.25,1884.77,5844.04,9250.94,2.59,1.31,5720.42,2627.85,13652.06,1966.75,38909.16,13782.59,2003.01,6141.99,77.07,10331.05,5422.1,3374.46,14538.73,21927.55,21927.55
124.897,"2012-10-31",13460.44,1884.22,5820,9231.45,2.59,1.31,5699.23,2608.51,13620.94,1944.25,38862.56,13737.65,2001.75,6113.39,76.8,10296.97,5398.2,3363.88,14510.34,21852.78,21852.78
136.926,"2012-09-30",13415.64,1883.67,5795.96,9211.95,2.59,1.3,5678.03,2589.17,13589.81,1921.76,38815.96,13692.74,2000.49,6084.8,76.52,10262.87,5374.28,3353.34,14481.97,21778.01,21778.01
138.313,"2012-08-31",13370.83,1883.11,5771.91,9192.45,2.58,1.3,5656.84,2569.83,13558.69,1899.25,38769.36,13647.79,1999.26,6056.2,76.25,10228.78,5350.4,3342.79,14453.61,21703.25,21703.25
138.557,"2012-07-31",13326.02,1882.56,5747.87,9172.95,2.58,1.3,5635.65,2550.49,13527.56,1876.76,38722.76,13602.88,1997.99,6027.6,75.98,10194.68,5326.49,3332.22,14425.25,21628.48,21628.48
135.258,"2012-06-30",13281.21,1882.01,5723.83,9153.45,2.58,1.3,5614.46,2531.16,13496.44,1854.25,38676.17,13557.96,1996.74,5999.01,75.71,10160.58,5302.57,3321.68,14396.88,21553.72,21553.72
144.397,"2012-05-31",13236.4,1881.45,5699.79,9133.95,2.58,1.3,5593.27,2511.82,13465.32,1831.74,38629.56,13513.04,1995.5,5970.42,75.44,10126.48,5278.67,3311.11,14368.49,21478.95,21478.95
156.292,"2012-04-30",13191.59,1880.9,5675.74,9114.45,2.58,1.3,5572.08,2492.48,13434.19,1809.25,38582.98,13468.12,1994.26,5941.81,75.18,10092.38,5254.77,3300.56,14340.15,21404.16,21404.16
152.473,"2012-03-31",13146.79,1880.34,5651.7,9094.95,2.58,1.29,5550.89,2473.14,13403.07,1786.77,38536.37,13423.19,1993,5913.21,74.9,10058.29,5230.89,3289.99,14311.77,21329.39,21329.39
148.335,"2012-02-29",13101.98,1879.79,5627.66,9075.45,2.58,1.29,5529.69,2453.8,13371.94,1764.26,38489.78,13378.27,1991.76,5884.61,74.64,10024.2,5206.97,3279.45,14283.4,21254.63,21254.63
144.328,"2012-01-31",13057.17,1879.24,5603.61,9055.95,2.58,1.29,5508.5,2434.46,13340.82,1741.74,38443.18,13333.34,1990.5,5856.01,74.36,9990.11,5183.07,3268.88,14255.03,21179.86,21179.86
140.453,"2011-12-31",13012.36,1878.68,5579.57,9036.45,2.58,1.29,5487.31,2415.12,13309.69,1719.25,38396.59,13288.42,1989.25,5827.41,74.1,9956,5159.17,3258.34,14226.66,21105.08,21105.08
144.96,"2011-11-30",12962.27,1861.59,5556.26,9019.5,2.58,1.29,5463.42,2398.13,13262.8,1696.89,38327.13,13227.32,1966.75,5805.53,73.45,9915.61,5126.41,3238.27,14176.33,20999.61,20999.61
137.991,"2011-10-31",12912.18,1844.5,5532.96,9002.56,2.58,1.29,5439.53,2381.14,13215.91,1674.53,38257.68,13166.22,1944.25,5783.68,72.83,9875.22,5093.64,3218.2,14125.97,20894.15,20894.15
147.82,"2011-09-30",12862.1,1827.41,5509.65,8985.61,2.58,1.29,5415.64,2364.15,13169.02,1652.19,38188.22,13105.14,1921.76,5761.79,72.18,9834.83,5060.87,3198.12,14075.63,20788.7,20788.7
151.482,"2011-08-31",12812.01,1810.32,5486.34,8968.67,2.57,1.29,5391.75,2347.15,13122.13,1629.84,38118.78,13044.04,1899.25,5739.91,71.56,9794.44,5028.11,3178.07,14025.26,20683.23,20683.23
156.053,"2011-07-31",12761.92,1793.23,5463.04,8951.72,2.57,1.28,5367.86,2330.16,13075.24,1607.47,38049.32,12982.97,1876.76,5718.04,70.92,9754.06,4995.35,3157.99,13974.93,20577.76,20577.76
160.776,"2011-06-30",12711.83,1776.14,5439.73,8934.77,2.57,1.28,5343.96,2313.17,13028.34,1585.12,37979.86,12921.86,1854.25,5696.17,70.29,9713.66,4962.58,3137.91,13924.58,20472.28,20472.28
162.403,"2011-05-31",12661.74,1759.05,5416.42,8917.83,2.57,1.28,5320.07,2296.17,12981.45,1562.76,37910.43,12860.78,1831.74,5674.29,69.65,9673.27,4929.82,3117.86,13874.25,20366.81,20366.81
162.787,"2011-04-30",12611.66,1741.96,5393.12,8900.88,2.57,1.28,5296.18,2279.18,12934.56,1540.41,37840.98,12799.69,1809.25,5652.43,69.03,9632.88,4897.06,3097.77,13823.89,20261.37,20261.37
163.111,"2011-03-31",12561.57,1724.87,5369.81,8883.94,2.56,1.28,5272.29,2262.19,12887.67,1518.05,37771.53,12738.6,1786.77,5630.54,68.39,9592.51,4864.29,3077.71,13773.54,20155.89,20155.89
175.434,"2011-02-28",12511.48,1707.78,5346.5,8866.99,2.56,1.28,5248.4,2245.2,12840.78,1495.69,37702.06,12677.52,1764.26,5608.66,67.77,9552.1,4831.53,3057.63,13723.19,20050.43,20050.43
174.488,"2011-01-31",12461.39,1690.69,5323.2,8850.05,2.56,1.28,5224.51,2228.2,12793.89,1473.36,37632.61,12616.41,1741.74,5586.79,67.12,9511.72,4798.77,3037.58,13672.85,19944.98,19944.98
166.264,"2010-12-31",12411.3,1673.6,5299.89,8833.1,2.56,1.28,5200.62,2211.21,12746.99,1451,37563.18,12555.34,1719.25,5564.92,66.49,9471.32,4766,3017.5,13622.5,19839.49,19839.49
153.872,"2010-11-30",12364.5,1653.9,5269.74,8834.54,2.56,1.28,5180.41,2182.5,12683.62,1443.75,37451.02,12520.56,1696.89,5557.15,67.06,9455.22,4755.35,2998.28,13575.54,19774.6,19774.6
139.178,"2010-10-31",12317.69,1634.2,5239.6,8835.99,2.56,1.28,5160.19,2153.79,12620.24,1436.49,37338.88,12485.81,1674.53,5549.38,67.64,9439.1,4744.69,2979.06,13528.58,19709.73,19709.73
124.853,"2010-09-30",12270.89,1614.5,5209.45,8837.44,2.56,1.28,5139.98,2125.08,12556.86,1429.24,37226.73,12451.05,1652.19,5541.64,68.2,9422.99,4734.02,2959.87,13481.59,19644.84,19644.84
121.807,"2010-08-31",12224.09,1594.8,5179.3,8838.88,2.56,1.28,5119.77,2096.37,12493.48,1421.98,37114.57,12416.3,1629.84,5533.86,68.77,9406.86,4723.35,2940.64,13434.63,19579.97,19579.97
110.134,"2010-07-31",12177.28,1575.09,5149.15,8840.33,2.56,1.28,5099.56,2067.66,12430.11,1414.72,37002.44,12381.5,1607.47,5526.1,69.35,9390.73,4712.69,2921.42,13387.67,19515.09,19515.09
106.028,"2010-06-30",12130.48,1555.39,5119,8841.77,2.56,1.29,5079.35,2038.95,12366.73,1407.46,36890.3,12346.73,1585.12,5518.33,69.91,9374.63,4702.04,2902.21,13340.7,19450.22,19450.22
107.167,"2010-05-31",12083.67,1535.69,5088.85,8843.22,2.55,1.29,5059.14,2010.24,12303.35,1400.2,36778.14,12311.99,1562.76,5510.57,70.48,9358.52,4691.38,2882.98,13293.75,19385.33,19385.33
109.364,"2010-04-30",12036.87,1515.99,5058.71,8844.66,2.55,1.29,5038.93,1981.53,12239.98,1392.94,36665.99,12277.23,1540.41,5502.81,71.06,9342.38,4680.73,2863.78,13246.78,19320.45,19320.45
110.325,"2010-03-31",11990.06,1496.29,5028.56,8846.11,2.55,1.29,5018.71,1952.82,12176.6,1385.68,36553.85,12242.46,1518.05,5495.05,71.63,9326.27,4670.07,2844.57,13199.8,19255.57,19255.57
107.309,"2010-02-28",11943.26,1476.59,4998.41,8847.55,2.55,1.29,4998.5,1924.11,12113.22,1378.42,36441.71,12207.69,1495.69,5487.28,72.19,9310.17,4659.4,2825.34,13152.85,19190.68,19190.68
107.102,"2010-01-31",11896.45,1456.89,4968.26,8849,2.55,1.29,4978.29,1895.4,12049.84,1371.19,36329.58,12172.95,1473.36,5479.51,72.78,9294.06,4648.74,2806.14,13105.89,19125.78,19125.78
107.565,"2009-12-31",11849.65,1437.18,4938.11,8850.44,2.55,1.29,4958.08,1866.69,11986.47,1363.91,36217.43,12138.17,1451,5471.75,73.35,9277.92,4638.08,2786.92,13058.92,19060.9,19060.9
101.755,"2009-11-30",11811.28,1424.12,4935.69,8823.14,2.55,1.29,4951.2,1870.8,11949.54,1356.76,35974,12079.17,1443.75,5445.28,73.71,9245.48,4623.66,2759.97,12987.79,18968.19,18968.19
95.171,"2009-10-31",11772.91,1411.05,4933.26,8795.83,2.55,1.29,4944.32,1874.9,11912.62,1349.57,35730.59,12020.15,1436.49,5418.82,74.08,9213.07,4609.23,2733.03,12916.64,18875.46,18875.46
93.247,"2009-09-30",11734.54,1397.99,4930.84,8768.53,2.55,1.29,4937.44,1879.01,11875.7,1342.43,35487.16,11961.13,1429.24,5392.36,74.45,9180.63,4594.81,2706.05,12845.5,18782.73,18782.73
97.854,"2009-08-31",11696.16,1384.92,4928.41,8741.22,2.55,1.28,4930.57,1883.12,11838.78,1335.25,35243.76,11902.13,1421.98,5365.9,74.83,9148.19,4580.4,2679.11,12774.36,18690,18690
