"vegetable-oil_price","date","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply"
62.257,"1999-05-31",7071.53,750.48,2449.26,6035.17,2.22,1.01,2436.74,1036.35,7172.04,735.21,23348.8,6934.26,815.98,2708.07,51.35,6230.39,2211.95,652.54,7511.16,10458.32,10458.32
64.883,"1999-04-30",7046.23,737.71,2439.16,6015.96,2.22,1.01,2431.02,1030.26,7133.03,730.24,23303.32,6908.66,809.25,2704.63,50.78,6209.64,2221.15,648.25,7471.15,10422.52,10422.52
62.31,"1999-03-31",7020.94,724.93,2429.06,5996.75,2.21,1,2425.31,1024.18,7094.03,725.29,23257.81,6883.06,802.51,2701.15,50.22,6188.9,2230.33,643.96,7431.13,10386.74,10386.74
68.404,"1999-02-28",6995.64,712.16,2418.96,5977.54,2.21,1,2419.59,1018.1,7055.02,720.34,23212.32,6857.45,795.78,2697.67,49.64,6168.17,2239.49,639.68,7391.11,10350.93,10350.93
77.307,"1999-01-31",6970.35,699.38,2408.86,5958.33,2.21,1,2413.88,1012.01,7016.01,715.38,23166.82,6831.86,789.07,2694.21,49.06,6147.42,2248.66,635.37,7351.11,10315.13,10315.13
82.038,"1998-12-31",6945.06,686.61,2398.76,5939.12,2.21,1,2408.16,1005.93,6977,710.41,23121.34,6806.23,782.33,2690.75,48.5,6126.67,2257.83,631.1,7311.08,10279.33,10279.33
84.309,"1998-11-30",6918.41,683.16,2391.47,5922.08,2.21,1,2393.86,996.32,6945.93,709.46,23030.58,6774.76,776.33,2675.61,48.32,6098.12,2242.32,628.32,7274.95,10226.73,10226.73
84.442,"1998-10-31",6891.76,679.71,2384.19,5905.04,2.2,0.99,2379.57,986.71,6914.85,708.48,22939.83,6743.3,770.35,2660.49,48.16,6069.57,2226.8,625.56,7238.83,10174.11,10174.11
84.557,"1998-09-30",6865.11,676.27,2376.91,5888,2.2,0.99,2365.27,977.1,6883.77,707.53,22849.07,6711.82,764.35,2645.34,47.99,6041.01,2211.27,622.79,7202.7,10121.51,10121.51
83.171,"1998-08-31",6838.46,672.82,2369.62,5870.96,2.2,0.99,2350.98,967.49,6852.69,706.56,22758.34,6680.33,758.37,2630.19,47.83,6012.49,2195.74,620.03,7166.58,10068.88,10068.88
83.555,"1998-07-31",6811.81,669.38,2362.34,5853.92,2.2,0.99,2336.69,957.89,6821.61,705.59,22667.59,6648.85,752.36,2615.06,47.66,5983.93,2180.23,617.26,7130.46,10016.28,10016.28
82.758,"1998-06-30",6785.16,665.93,2355.05,5836.88,2.2,0.99,2322.39,948.28,6790.53,704.63,22576.84,6617.37,746.38,2599.91,47.49,5955.37,2164.71,614.5,7094.33,9963.67,9963.67
89.97,"1998-05-31",6758.51,662.48,2347.77,5819.84,2.2,0.99,2308.1,938.67,6759.45,703.67,22486.08,6585.89,740.38,2584.78,47.33,5926.81,2149.19,611.74,7058.22,9911.05,9911.05
86.006,"1998-04-30",6731.86,659.04,2340.49,5802.8,2.2,0.98,2293.8,929.06,6728.37,702.7,22395.33,6554.42,734.41,2569.64,47.15,5898.27,2133.67,608.97,7022.08,9858.44,9858.44
84.682,"1998-03-31",6705.21,655.59,2333.2,5785.75,2.19,0.98,2279.51,919.45,6697.29,701.74,22304.58,6522.93,728.39,2554.5,46.99,5869.72,2118.15,606.2,6985.97,9805.83,9805.83
81.876,"1998-02-28",6678.56,652.15,2325.92,5768.71,2.19,0.98,2265.21,909.84,6666.21,700.78,22213.82,6491.45,722.39,2539.35,46.83,5841.17,2102.63,603.46,6949.84,9753.22,9753.22
79.262,"1998-01-31",6651.91,648.7,2318.63,5751.67,2.19,0.98,2250.92,900.23,6635.13,699.79,22123.08,6459.99,716.41,2524.22,46.66,5812.63,2087.09,600.68,6913.7,9700.61,9700.61
75.555,"1997-12-31",6625.26,645.26,2311.35,5734.63,2.19,0.98,2236.62,890.62,6604.06,698.83,22032.34,6428.49,710.41,2509.08,46.5,5784.08,2071.59,597.91,6877.58,9647.99,9647.99
76.705,"1997-11-30",6569.73,653.25,2297.35,5681.13,2.19,0.97,2228,888.6,6548.61,697.99,21898.72,6418.16,709.46,2498.13,46.75,5771.85,2071.04,599.56,6856.72,9625.74,9625.74
72.782,"1997-10-31",6514.2,661.24,2283.36,5627.62,2.18,0.96,2219.39,886.57,6493.16,697.15,21765.13,6407.82,708.48,2487.19,47,5759.66,2070.49,601.18,6835.85,9603.49,9603.49
67.965,"1997-09-30",6458.67,669.24,2269.36,5574.12,2.18,0.95,2210.77,884.55,6437.71,696.29,21631.53,6397.5,707.53,2476.22,47.24,5747.43,2069.94,602.82,6815.02,9581.24,9581.24
65.397,"1997-08-31",6403.14,677.23,2255.36,5520.62,2.18,0.94,2202.15,882.52,6382.27,695.44,21497.91,6387.16,706.56,2465.28,47.5,5735.22,2069.39,604.44,6794.16,9558.98,9558.98
65.528,"1997-07-31",6347.62,685.22,2241.36,5467.11,2.18,0.94,2193.53,880.5,6326.82,694.6,21364.32,6376.82,705.59,2454.33,47.75,5723.02,2068.84,606.07,6773.31,9536.77,9536.77
68.962,"1997-06-30",6292.09,693.22,2227.37,5413.61,2.17,0.93,2184.91,878.47,6271.37,693.74,21230.71,6366.5,704.63,2443.36,47.99,5710.8,2068.3,607.71,6752.47,9514.51,9514.51
71.647,"1997-05-31",6236.56,701.21,2213.37,5360.11,2.17,0.92,2176.29,876.45,6215.92,692.9,21097.1,6356.17,703.67,2432.43,48.26,5698.58,2067.73,609.35,6731.61,9492.25,9492.25
71.107,"1997-04-30",6181.03,709.21,2199.37,5306.6,2.17,0.91,2167.68,874.42,6160.48,692.06,20963.5,6345.83,702.7,2421.47,48.51,5686.38,2067.2,610.98,6710.75,9470,9470
70.32,"1997-03-31",6125.5,717.2,2185.38,5253.1,2.16,0.9,2159.06,872.4,6105.03,691.2,20829.9,6335.5,701.74,2410.51,48.76,5674.16,2066.63,612.6,6689.88,9447.75,9447.75
71.493,"1997-02-28",6069.97,725.19,2171.38,5199.6,2.16,0.9,2150.44,870.37,6049.58,690.36,20696.3,6325.17,700.78,2399.57,48.99,5661.91,2066.09,614.23,6669.04,9425.49,9425.49
70.758,"1997-01-31",6014.45,733.19,2157.38,5146.09,2.16,0.89,2141.82,868.35,5994.13,689.52,20562.69,6314.84,699.79,2388.63,49.26,5649.71,2065.55,615.86,6648.2,9403.25,9403.25
70.167,"1996-12-31",5958.92,741.18,2143.38,5092.59,2.16,0.88,2133.2,866.32,5938.69,688.66,20429.07,6304.5,698.83,2377.67,49.51,5637.48,2064.99,617.51,6627.34,9381,9381
70.011,"1996-11-30",5940.41,743.72,2120.6,5077.67,2.15,0.88,2115.55,862.73,5933.07,681.47,20431.66,6280.76,697.99,2358.42,49.25,5616.6,2046.76,614.94,6608.95,9337.19,9337.19
69.076,"1996-10-31",5921.9,746.25,2097.81,5062.75,2.15,0.88,2097.9,859.14,5927.45,674.27,20434.21,6257.02,697.15,2339.17,48.99,5595.7,2028.5,612.36,6590.57,9293.33,9293.33
71.47,"1996-09-30",5903.38,748.78,2075.03,5047.83,2.15,0.87,2080.25,855.55,5921.83,667.06,20436.8,6233.29,696.29,2319.92,48.75,5574.77,2010.26,609.78,6572.19,9249.5,9249.5
69.1,"1996-08-31",5884.87,751.32,2052.24,5032.91,2.14,0.87,2062.59,851.96,5916.21,659.87,20439.35,6209.55,695.44,2300.68,48.46,5553.86,1992,607.22,6553.79,9205.65,9205.65
66.068,"1996-07-31",5866.36,753.85,2029.46,5017.99,2.14,0.87,2044.94,848.36,5910.59,652.66,20441.93,6185.82,694.6,2281.42,48.21,5532.96,1973.75,604.65,6535.43,9161.84,9161.84
68.854,"1996-06-30",5847.85,756.39,2006.67,5003.08,2.14,0.87,2027.29,844.77,5904.97,645.44,20444.49,6162.08,693.74,2262.17,47.97,5512.04,1955.5,602.08,6517.03,9118,9118
73.368,"1996-05-31",5829.34,758.92,1983.89,4988.16,2.14,0.87,2009.64,841.18,5899.35,638.24,20447.07,6138.35,692.9,2242.91,47.71,5491.13,1937.25,599.51,6498.67,9074.17,9074.17
73.557,"1996-04-30",5810.83,761.46,1961.1,4973.24,2.13,0.87,1991.99,837.59,5893.73,631.04,20449.64,6114.6,692.06,2223.66,47.45,5470.23,1918.99,596.94,6480.29,9030.34,9030.34
68.171,"1996-03-31",5792.32,763.99,1938.32,4958.32,2.13,0.86,1974.34,834,5888.11,623.85,20452.2,6090.88,691.2,2204.42,47.2,5449.32,1900.75,594.36,6461.89,8986.5,8986.5
68.629,"1996-02-29",5773.81,766.52,1915.53,4943.4,2.13,0.86,1956.68,830.4,5882.49,616.64,20454.79,6067.13,690.36,2185.16,46.94,5428.4,1882.49,591.82,6443.51,8942.66,8942.66
70.752,"1996-01-31",5755.3,769.06,1892.75,4928.48,2.13,0.86,1939.03,826.81,5876.87,609.46,20457.35,6043.4,689.52,2165.92,46.67,5407.49,1864.26,589.24,6425.13,8898.83,8898.83
75.576,"1995-12-31",5736.78,771.59,1869.96,4913.56,2.12,0.86,1921.38,823.22,5871.25,602.23,20459.92,6019.67,688.66,2146.66,46.41,5386.58,1845.99,586.67,6406.74,8854.99,8854.99
78.988,"1995-11-30",5708.6,756.1,1874.87,4892.11,2.12,0.86,1929.31,816.49,5841.99,597.83,20405.82,5997.81,681.47,2157.26,46.29,5367.8,1855.02,583.69,6383.67,8836.51,8836.51
79.945,"1995-10-31",5680.42,740.61,1879.77,4870.66,2.12,0.85,1937.24,809.75,5812.72,593.41,20351.76,5975.95,674.27,2167.86,46.18,5349.03,1864.06,580.71,6360.57,8818.03,8818.03
76.283,"1995-09-30",5652.23,725.12,1884.67,4849.21,2.12,0.85,1945.17,803.02,5783.46,589,20297.66,5954.06,667.06,2178.42,46.06,5330.25,1873.1,577.75,6337.45,8799.55,8799.55
79.946,"1995-08-31",5624.05,709.63,1889.58,4827.76,2.12,0.85,1953.1,796.28,5754.2,584.59,20243.59,5932.18,659.87,2189.03,45.94,5311.46,1882.16,574.77,6314.35,8781.07,8781.07
83.962,"1995-07-31",5595.87,694.14,1894.48,4806.31,2.11,0.85,1961.03,789.55,5724.94,580.19,20189.5,5910.33,652.66,2199.61,45.83,5292.7,1891.18,571.8,6291.26,8762.59,8762.59
80.33,"1995-06-30",5567.68,678.65,1899.39,4784.86,2.11,0.84,1968.96,782.81,5695.68,575.76,20135.42,5888.46,645.44,2210.21,45.7,5273.91,1900.2,568.84,6268.18,8744.12,8744.12
76.789,"1995-05-31",5539.5,663.16,1904.29,4763.41,2.11,0.84,1976.89,776.08,5666.41,571.32,20081.34,5866.6,638.24,2220.8,45.6,5255.15,1909.24,565.86,6245.08,8725.64,8725.64
77.938,"1995-04-30",5511.32,647.67,1909.19,4741.96,2.11,0.84,1984.83,769.35,5637.15,566.92,20027.24,5844.71,631.04,2231.38,45.48,5236.36,1918.27,562.9,6221.97,8707.16,8707.16
84.418,"1995-03-31",5483.13,632.18,1914.1,4720.52,2.1,0.84,1992.76,762.61,5607.89,562.49,19973.16,5822.85,623.85,2241.99,45.36,5217.57,1927.32,559.9,6198.88,8688.68,8688.68
82.67,"1995-02-28",5454.95,616.69,1919,4699.07,2.1,0.83,2000.69,755.88,5578.63,558.08,19919.09,5800.99,616.64,2252.57,45.24,5198.81,1936.34,556.95,6175.78,8670.22,8670.22
82.657,"1995-01-31",5426.76,601.2,1923.9,4677.62,2.1,0.83,2008.62,749.14,5549.37,553.67,19865,5779.11,609.46,2263.16,45.12,5180.03,1945.37,553.97,6152.68,8651.73,8651.73
88.624,"1994-12-31",5398.58,585.71,1928.81,4656.17,2.1,0.83,2016.55,742.41,5520.11,549.26,19810.92,5757.26,602.23,2273.75,44.99,5161.25,1954.41,551,6129.59,8633.26,8633.26
88.309,"1994-11-30",5369.7,568.27,1923.58,4633.54,2.1,0.82,1993.86,736.15,5484.62,556.69,19655.68,5724.04,597.83,2254.94,44.97,5129.87,1938.39,549.2,6081.71,8576.8,8576.8
78.997,"1994-10-31",5340.81,550.83,1918.35,4610.92,2.1,0.82,1971.16,729.89,5449.12,564.14,19500.47,5690.8,593.41,2236.12,44.92,5098.5,1922.38,547.38,6033.85,8520.34,8520.34
80.5,"1994-09-30",5311.93,533.39,1913.12,4588.3,2.1,0.82,1948.47,723.63,5413.63,571.59,19345.24,5657.58,589,2217.31,44.89,5067.11,1906.33,545.58,5985.98,8463.89,8463.89
73.328,"1994-08-31",5283.05,515.95,1907.89,4565.67,2.1,0.81,1925.78,717.37,5378.14,579.03,19190,5624.36,584.59,2198.5,44.85,5035.72,1890.31,543.77,5938.11,8407.45,8407.45
67.153,"1994-07-31",5254.16,498.51,1902.66,4543.05,2.1,0.81,1903.08,711.11,5342.65,586.47,19034.78,5591.13,580.19,2179.68,44.82,5004.35,1874.27,541.98,5890.25,8350.99,8350.99
68.471,"1994-06-30",5225.28,481.07,1897.43,4520.43,2.09,0.81,1880.39,704.85,5307.16,593.92,18879.55,5557.91,575.76,2160.88,44.78,4972.96,1858.25,540.17,5842.38,8294.54,8294.54
67.783,"1994-05-31",5196.4,463.64,1892.2,4497.8,2.09,0.81,1857.7,698.59,5271.67,601.35,18724.32,5524.69,571.32,2142.06,44.77,4941.57,1842.22,538.34,5794.52,8238.1,8238.1
63.657,"1994-04-30",5167.51,446.2,1886.97,4475.18,2.09,0.8,1835,692.33,5236.18,608.82,18569.08,5491.46,566.92,2123.25,44.73,4910.19,1826.2,536.56,5746.64,8181.64,8181.64
61.314,"1994-03-31",5138.63,428.76,1881.74,4452.56,2.09,0.8,1812.31,686.07,5200.69,616.24,18413.84,5458.25,562.49,2104.44,44.7,4878.81,1810.15,534.75,5698.76,8125.17,8125.17
60.397,"1994-02-28",5109.75,411.32,1876.51,4429.93,2.09,0.8,1789.62,679.81,5165.2,623.71,18258.62,5425.03,558.08,2085.61,44.66,4847.44,1794.14,532.95,5650.89,8068.74,8068.74
63.88,"1994-01-31",5080.86,393.88,1871.28,4407.31,2.09,0.79,1766.93,673.55,5129.71,631.12,18103.39,5391.81,553.67,2066.8,44.62,4816.03,1778.12,531.15,5603.03,8012.28,8012.28
63.584,"1993-12-31",5051.98,376.44,1866.05,4384.69,2.09,0.79,1744.23,667.29,5094.22,638.58,17948.16,5358.57,549.26,2048,44.59,4784.66,1762.08,529.32,5555.18,7955.83,7955.83
56.218,"1993-11-30",5030.24,383.07,1843.57,4360.44,2.09,0.79,1728.7,669.8,5080.5,637.29,17900.23,5336.69,556.69,2022.59,44.85,4766.89,1739.52,524.94,5539.13,7915.95,7915.95
52.118,"1993-10-31",5008.51,389.7,1821.1,4336.2,2.09,0.78,1713.17,672.3,5066.79,635.99,17852.31,5314.78,564.14,1997.16,45.14,4749.12,1716.99,520.55,5523.1,7876.09,7876.09
52.543,"1993-09-30",4986.77,396.34,1798.62,4311.96,2.09,0.78,1697.64,674.81,5053.07,634.72,17804.37,5292.89,571.59,1971.72,45.41,4731.37,1694.44,516.12,5507.06,7836.21,7836.21
52.605,"1993-08-31",4965.03,402.97,1776.14,4287.72,2.1,0.78,1682.11,677.31,5039.35,633.42,17756.45,5271,579.03,1946.3,45.7,4713.6,1671.89,511.73,5491.03,7796.33,7796.33
53.283,"1993-07-31",4943.3,409.6,1753.66,4263.48,2.1,0.78,1666.58,679.82,5025.64,632.14,17708.52,5249.1,586.47,1920.88,45.98,4695.82,1649.34,507.33,5475,7756.45,7756.45
51.243,"1993-06-30",4921.56,416.23,1731.18,4239.24,2.1,0.77,1651.05,682.32,5011.92,630.83,17660.58,5227.2,593.92,1895.45,46.25,4678.04,1626.79,502.92,5458.97,7716.6,7716.6
51.896,"1993-05-31",4899.82,422.86,1708.71,4214.99,2.1,0.77,1635.52,684.82,4998.21,629.54,17612.65,5205.31,601.35,1870.02,46.52,4660.25,1604.25,498.51,5442.93,7676.71,7676.71
52.834,"1993-04-30",4878.09,429.49,1686.23,4190.75,2.1,0.77,1619.99,687.33,4984.49,628.25,17564.72,5183.42,608.82,1844.62,46.8,4642.5,1581.69,494.1,5426.88,7636.83,7636.83
53.051,"1993-03-31",4856.35,436.13,1663.75,4166.51,2.1,0.76,1604.45,689.83,4970.78,626.96,17516.8,5161.52,616.24,1819.21,47.09,4624.74,1559.15,489.72,5410.87,7596.96,7596.96
54.245,"1993-02-28",4834.61,442.76,1641.27,4142.27,2.1,0.76,1588.92,692.34,4957.06,625.68,17468.86,5139.62,623.71,1793.77,47.36,4606.96,1536.6,485.31,5394.82,7557.07,7557.07
53.978,"1993-01-31",4812.88,449.39,1618.79,4118.03,2.1,0.76,1573.39,694.84,4943.34,624.38,17420.93,5117.74,631.12,1768.33,47.65,4589.19,1514.04,480.91,5378.77,7517.21,7517.21
52.997,"1992-12-31",4791.14,456.02,1596.32,4093.79,2.1,0.75,1557.86,697.35,4929.63,623.09,17373.01,5095.82,638.58,1742.91,47.92,4571.41,1491.51,476.5,5362.75,7477.34,7477.34
53.876,"1992-11-30",4782.98,447.68,1588.09,4094.47,1.93,0.76,1556.41,688.5,4912.86,615.7,17355.39,5082.96,637.29,1742.81,47.95,4562.15,1491.63,472.87,5355.73,7463.07,7463.07
52.217,"1992-10-31",4774.82,439.35,1579.87,4095.16,1.75,0.76,1554.95,679.65,4896.1,608.29,17337.8,5070.08,635.99,1742.72,47.97,4552.88,1491.76,469.21,5348.73,7448.8,7448.8
52.203,"1992-09-30",4766.66,431.01,1571.65,4095.85,1.58,0.76,1553.5,670.81,4879.33,600.92,17320.18,5057.22,634.72,1742.62,48,4543.63,1491.89,465.58,5341.73,7434.54,7434.54
51.016,"1992-08-31",4758.5,422.67,1563.43,4096.53,1.4,0.76,1552.04,661.96,4862.57,593.54,17302.59,5044.33,633.42,1742.53,48.03,4534.36,1492.02,461.95,5334.73,7420.28,7420.28
51.928,"1992-07-31",4750.34,414.34,1555.2,4097.22,1.23,0.76,1550.59,653.11,4845.8,586.13,17284.97,5031.47,632.14,1742.44,48.06,4525.08,1492.16,458.31,5327.72,7406.02,7406.02
54.821,"1992-06-30",4742.18,406,1546.98,4097.9,1.05,0.77,1549.14,644.27,4829.04,578.75,17267.38,5018.57,630.83,1742.33,48.09,4515.83,1492.29,454.66,5320.71,7391.75,7391.75
54.016,"1992-05-31",4734.01,397.66,1538.76,4098.59,0.88,0.77,1547.68,635.42,4812.27,571.35,17249.77,5005.72,629.54,1742.24,48.12,4506.56,1492.43,451.03,5313.69,7377.5,7377.5
53.947,"1992-04-30",4725.85,389.33,1530.54,4099.28,0.7,0.77,1546.23,626.57,4795.51,563.98,17232.16,4992.82,628.25,1742.14,48.13,4497.31,1492.56,447.39,5306.7,7363.24,7363.24
54.077,"1992-03-31",4717.69,380.99,1522.32,4099.96,0.53,0.77,1544.77,617.73,4778.74,556.58,17214.57,4979.97,626.96,1742.05,48.16,4488.04,1492.68,443.74,5299.69,7348.95,7348.95
51.961,"1992-02-29",4709.53,372.65,1514.09,4100.65,0.35,0.78,1543.32,608.88,4761.98,549.19,17196.95,4967.08,625.68,1741.94,48.19,4478.77,1492.82,440.13,5292.67,7334.7,7334.7
52.844,"1992-01-31",4701.37,364.32,1505.87,4101.34,0.18,0.78,1541.86,600.03,4745.22,541.81,17179.37,4954.22,624.38,1741.84,48.21,4469.52,1492.95,436.47,5285.67,7320.43,7320.43
52.634,"1991-12-31",4693.21,355.98,1497.65,4102.02,0,0.78,1540.41,591.19,4728.45,534.42,17161.75,4941.32,623.09,1741.74,48.25,4460.25,1493.09,432.83,5278.66,7306.17,7306.17
51.786,"1991-11-30",4457.9,349.48,1414.65,3904.33,0,0.74,1542.41,553.57,4498.91,537.45,17090.2,4934.71,617.04,1750.4,49.49,4454.82,1508.48,430.36,5256.2,7302.13,7302.13
51.133,"1991-10-31",4222.59,342.98,1331.65,3706.63,0,0.71,1544.4,515.95,4269.36,540.49,17018.66,4928.06,611,1759.05,50.78,4449.4,1523.88,427.88,5233.74,7298.11,7298.11
48.582,"1991-09-30",3987.28,336.48,1248.65,3508.94,0,0.67,1546.4,478.33,4039.82,543.53,16947.09,4921.45,604.96,1767.69,52.01,4443.98,1539.3,425.43,5211.27,7294.08,7294.08
48.809,"1991-08-31",3751.96,329.98,1165.65,3311.24,0,0.63,1548.4,440.72,3810.27,546.57,16875.55,4914.8,598.91,1776.32,53.27,4438.56,1554.69,422.98,5188.81,7290.06,7290.06
48.216,"1991-07-31",3516.65,323.48,1082.65,3113.55,0,0.6,1550.4,403.1,3580.73,549.59,16803.99,4908.17,592.86,1784.98,54.54,4433.14,1570.1,420.5,5166.33,7286.02,7286.02
46.733,"1991-06-30",3281.34,316.98,999.65,2915.86,0,0.56,1552.39,365.48,3351.18,552.62,16732.47,4901.54,586.83,1793.63,55.79,4427.7,1585.49,418.05,5143.87,7281.99,7281.99
46.562,"1991-05-31",3046.03,310.48,916.65,2718.16,0,0.52,1554.39,327.86,3121.64,555.66,16660.91,4894.9,580.79,1802.29,57.04,4422.29,1600.91,415.57,5121.41,7277.96,7277.96
47.002,"1991-04-30",2810.71,303.98,833.65,2520.47,0,0.49,1556.39,290.24,2892.1,558.7,16589.37,4888.28,574.75,1810.91,58.31,4416.87,1616.31,413.11,5098.94,7273.95,7273.95
48.747,"1991-03-31",2575.4,297.48,750.65,2322.77,0,0.45,1558.39,252.62,2662.55,561.73,16517.81,4881.64,568.7,1819.55,59.56,4411.44,1631.71,410.64,5076.49,7269.91,7269.91
48.417,"1991-02-28",2340.09,290.98,667.65,2125.08,0,0.41,1560.38,215.01,2433.01,564.76,16446.26,4875.02,562.67,1828.2,60.8,4406.02,1647.1,408.17,5054.03,7265.9,7265.9
49.474,"1991-01-31",2104.78,284.48,584.65,1927.38,0,0.38,1562.38,177.39,2203.46,567.79,16374.71,4868.37,556.63,1836.85,62.08,4400.6,1662.51,405.71,5031.54,7261.86,7261.86
49.595,"1990-12-31",1869.46,277.98,501.65,1729.69,0,0.34,1564.38,139.77,1973.92,570.85,16303.18,4861.75,550.58,1845.51,63.34,4395.16,1677.92,403.24,5009.08,7257.84,7257.84
48.301,"1990-11-30",,,,,,,,,,,,,,,,,,,,,
45.718,"1990-10-31",,,,,,,,,,,,,,,,,,,,,
44.788,"1990-09-30",,,,,,,,,,,,,,,,,,,,,
45.367,"1990-08-31",,,,,,,,,,,,,,,,,,,,,
43.721,"1990-07-31",,,,,,,,,,,,,,,,,,,,,
43.796,"1990-06-30",,,,,,,,,,,,,,,,,,,,,
45.5,"1990-05-31",,,,,,,,,,,,,,,,,,,,,
44.017,"1990-04-30",,,,,,,,,,,,,,,,,,,,,
45.745,"1990-03-31",,,,,,,,,,,,,,,,,,,,,
44.501,"1990-02-28",,,,,,,,,,,,,,,,,,,,,
44.588,"1990-01-31",,,,,,,,,,,,,,,,,,,,,
