"date","reference","coconut_beginning-stocks","coconut_crush","coconut_domestic-consumption","coconut_ending-stocks","coconut_exports","coconut_feed-waste-dom-cons","coconut_food-use-dom-cons","coconut_imports","coconut_industrial-dom-cons","coconut_price","coconut_production","coconut_total-distribution","coconut_total-supply","cottonseed_beginning-stocks","cottonseed_crush","cottonseed_domestic-consumption","cottonseed_ending-stocks","cottonseed_exports","cottonseed_feed-waste-dom-cons","cottonseed_food-use-dom-cons","cottonseed_imports","cottonseed_industrial-dom-cons","cottonseed_production","cottonseed_total-distribution","cottonseed_total-supply","olive_beginning-stocks","olive_crush","olive_domestic-consumption","olive_ending-stocks","olive_exports","olive_feed-waste-dom-cons","olive_food-use-dom-cons","olive_imports","olive_industrial-dom-cons","olive_production","olive_total-distribution","olive_total-supply","palm-kernel_beginning-stocks","palm-kernel_crush","palm-kernel_domestic-consumption","palm-kernel_ending-stocks","palm-kernel_exports","palm-kernel_feed-waste-dom-cons","palm-kernel_food-use-dom-cons","palm-kernel_imports","palm-kernel_industrial-dom-cons","palm-kernel_price","palm-kernel_production","palm-kernel_total-distribution","palm-kernel_total-supply","palm_beginning-stocks","palm_crush","palm_domestic-consumption","palm_ending-stocks","palm_exports","palm_feed-waste-dom-cons","palm_food-use-dom-cons","palm_imports","palm_industrial-dom-cons","palm_price","palm_production","palm_total-distribution","palm_total-supply","peanut_beginning-stocks","peanut_crush","peanut_domestic-consumption","peanut_ending-stocks","peanut_exports","peanut_feed-waste-dom-cons","peanut_food-use-dom-cons","peanut_imports","peanut_industrial-dom-cons","peanut_price","peanut_production","peanut_total-distribution","peanut_total-supply","rapeseed_beginning-stocks","rapeseed_crush","rapeseed_domestic-consumption","rapeseed_ending-stocks","rapeseed_exports","rapeseed_feed-waste-dom-cons","rapeseed_food-use-dom-cons","rapeseed_imports","rapeseed_industrial-dom-cons","rapeseed_price","rapeseed_production","rapeseed_total-distribution","rapeseed_total-supply","soybean_beginning-stocks","soybean_crush","soybean_domestic-consumption","soybean_ending-stocks","soybean_exports","soybean_feed-waste-dom-cons","soybean_food-use-dom-cons","soybean_imports","soybean_industrial-dom-cons","soybean_price","soybean_production","soybean_total-distribution","soybean_total-supply","sunflower_beginning-stocks","sunflower_crush","sunflower_domestic-consumption","sunflower_ending-stocks","sunflower_exports","sunflower_feed-waste-dom-cons","sunflower_food-use-dom-cons","sunflower_imports","sunflower_industrial-dom-cons","sunflower_price","sunflower_production","sunflower_total-distribution","sunflower_total-supply","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_price","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","crude-average_price"
"2005-11-30","World",41.35,432.37,270.81,39.09,171.21,11.76,145.82,168.84,113.23,582,270.91,481.1,481.1,20.49,2656.04,400.28,20.88,10.93,0.33,383.83,5.85,16.12,405.75,432.09,432.09,104.53,,231.78,95.41,56.77,0,227.42,54.24,4.35,225.18,383.96,383.96,36.31,829.22,331.66,41.72,182.47,1.41,105.23,149.5,225.02,620.23,370.03,555.84,555.84,391.97,,2714.08,444.84,2309.58,45.07,2095.55,2090.39,573.46,466.7,2986.14,5468.49,5468.49,23.66,1298.62,416.47,21.2,15.97,0.24,414.73,12.8,1.49,1036.17,417.18,453.64,453.64,64.61,3719.93,1455.9,81.5,135.02,0.89,1139.47,121.02,315.55,727.47,1486.79,1672.42,1672.42,325.64,20566.33,3070.47,377,1474.97,11.67,2830.41,731.99,228.39,558.93,3864.81,4922.44,4922.44,83.88,2122.51,806.17,99.31,317.42,4.03,760.76,268.42,41.38,598,870.6,1222.9,1222.9,1092.44,31625.02,9697.62,1220.95,4674.34,75.4,8103.22,3603.05,1518.99,65.441,10897.39,15592.88,15592.88,9982.87,984.19,4160.67,8156.37,2.41,1.26,3983.29,1556.01,10204.09,55.043
"2005-10-31","World",41.71,433.07,270.36,39.26,171.42,11.35,145.89,167.93,113.12,587,271.4,481.04,481.04,19.57,2664.83,400.72,20.93,11.11,0.33,384.49,6.11,15.9,407.08,432.76,432.76,103.65,,231.72,96.32,56.46,0,227.35,53.49,4.38,227.36,384.5,384.5,35.86,826.11,329.57,41.26,181.43,1.4,104.12,148.17,224.04,623.33,368.24,552.26,552.26,390.35,,2704.07,440.18,2294.82,45.06,2090.43,2079.11,568.58,467.5,2969.61,5439.07,5439.07,23.9,1296.92,416.26,21.4,15.69,0.24,414.46,12.85,1.57,1129.08,416.61,453.36,453.36,63.31,3689.28,1443.47,80.08,132.54,0.86,1135.43,119.12,307.18,734.38,1473.67,1656.1,1656.1,322.86,20478.07,3056.53,372.58,1468.93,11.68,2826.4,728.99,218.44,578.62,3846.19,4898.04,4898.04,82.5,2100.01,797.93,98.03,308.08,4.14,752.36,260.5,41.43,646,861.04,1204.04,1204.04,1083.71,31488.29,9650.63,1210.04,4640.48,75.06,8080.93,3576.27,1494.64,66.808,10841.2,15501.17,15501.17,9945.05,980.74,4126.27,8133.61,2.4,1.25,3958.63,1549.7,10159.04,58.185
"2005-09-30","World",42.06,433.77,269.92,39.44,171.62,10.94,145.96,167.02,113.02,559,271.9,480.98,480.98,18.65,2673.62,401.17,20.98,11.29,0.33,385.15,6.38,15.69,408.42,433.44,433.44,102.77,,231.67,97.23,56.15,0,227.27,52.73,4.4,229.54,385.04,385.04,35.42,823,327.48,40.81,180.4,1.4,103.02,146.83,223.06,576.14,366.44,548.69,548.69,388.73,,2694.06,435.52,2280.06,45.04,2085.31,2067.83,563.71,453.64,2953.08,5409.65,5409.65,24.15,1295.21,416.06,21.6,15.42,0.23,414.19,12.9,1.65,1168.45,416.04,453.08,453.08,62,3658.62,1431.04,78.67,130.06,0.83,1131.4,117.23,298.81,687.82,1460.54,1639.77,1639.77,320.08,20389.81,3042.58,368.17,1462.9,11.69,2822.4,725.98,208.5,545.16,3827.58,4873.65,4873.65,81.12,2077.52,789.69,96.75,298.75,4.25,743.96,252.58,41.48,683,851.48,1185.19,1185.19,1074.98,31351.55,9603.67,1199.17,4606.65,74.71,8058.66,3549.48,1470.32,64.002,10785.02,15409.49,15409.49,9907.24,977.3,4091.88,8110.86,2.4,1.25,3933.97,1543.38,10113.99,61.688
"2005-08-31","World",42.42,434.47,269.47,39.61,171.83,10.53,146.03,166.11,112.92,550,272.39,480.92,480.92,17.72,2682.42,401.61,21.03,11.47,0.33,385.81,6.64,15.47,409.75,434.11,434.11,101.89,,231.61,98.14,55.83,0,227.19,51.97,4.42,231.72,385.58,385.58,34.97,819.89,325.39,40.36,179.36,1.39,101.92,145.5,222.08,555.22,364.64,545.11,545.11,387.11,,2684.06,430.86,2265.31,45.03,2080.19,2056.56,558.83,448.48,2936.56,5380.22,5380.22,24.39,1293.5,415.86,21.81,15.14,0.22,413.92,12.94,1.72,1165.1,415.47,452.81,452.81,60.69,3627.97,1418.61,77.25,127.58,0.81,1127.36,115.33,290.44,654.17,1447.42,1623.44,1623.44,317.31,20301.56,3028.64,363.75,1456.86,11.69,2818.39,722.97,198.56,550.08,3808.97,4849.25,4849.25,79.75,2055.03,781.44,95.47,289.42,4.36,735.56,244.67,41.53,682,841.92,1166.33,1166.33,1066.25,31214.84,9556.69,1188.28,4572.8,74.36,8036.37,3522.69,1445.97,62.51,10728.84,15317.77,15317.77,9869.42,973.85,4057.48,8088.1,2.4,1.25,3909.31,1537.07,10068.94,61.891
"2005-07-31","World",42.77,435.17,269.03,39.78,172.04,10.12,146.1,165.2,112.81,606,272.88,480.85,480.85,16.8,2691.21,402.06,21.08,11.65,0.33,386.47,6.9,15.26,411.08,434.78,434.78,101.01,,231.56,99.05,55.52,0,227.12,51.22,4.44,233.9,386.12,386.12,34.53,816.78,323.3,39.91,178.33,1.38,100.81,144.17,221.1,614.52,362.84,541.53,541.53,385.49,,2674.05,426.2,2250.55,45.01,2075.08,2045.28,553.96,454.52,2920.03,5350.8,5350.8,24.63,1291.79,415.66,22.01,14.86,0.22,413.65,12.99,1.8,1178.95,414.9,452.53,452.53,59.39,3597.32,1406.18,75.83,125.1,0.78,1123.33,113.44,282.08,645.33,1434.29,1607.12,1607.12,314.53,20213.3,3014.69,359.33,1450.83,11.7,2814.38,719.97,188.61,561.26,3790.36,4824.85,4824.85,78.38,2032.53,773.2,94.19,280.08,4.47,727.15,236.75,41.58,708,832.35,1147.48,1147.48,1057.53,31078.1,9509.73,1177.38,4538.96,74.01,8014.09,3495.92,1421.64,64.435,10672.63,15226.06,15226.06,9831.61,970.41,4023.08,8065.35,2.39,1.25,3884.65,1530.75,10023.9,56.366
"2005-06-30","World",43.12,435.88,268.58,39.96,172.25,9.71,146.17,164.29,112.71,638.75,273.38,480.79,480.79,15.88,2700,402.5,21.12,11.83,0.33,387.12,7.17,15.04,412.42,435.46,435.46,100.12,,231.5,99.96,55.21,0,227.04,50.46,4.46,236.08,386.67,386.67,34.08,813.67,321.21,39.46,177.29,1.38,99.71,142.83,220.12,644,361.04,537.96,537.96,383.88,,2664.04,421.54,2235.79,45,2069.96,2034,549.08,451.7,2903.5,5321.38,5321.38,24.88,1290.08,415.46,22.21,14.58,0.21,413.38,13.04,1.88,1198.51,414.33,452.25,452.25,58.08,3566.67,1393.75,74.42,122.62,0.75,1119.29,111.54,273.71,642.01,1421.17,1590.79,1590.79,311.75,20125.04,3000.75,354.92,1444.79,11.71,2810.38,716.96,178.67,560.15,3771.75,4800.46,4800.46,77,2010.04,764.96,92.92,270.75,4.58,718.75,228.83,41.62,706,822.79,1128.62,1128.62,1048.79,30941.38,9462.75,1166.51,4505.11,73.67,7991.8,3469.12,1397.29,64.637,10616.46,15134.38,15134.38,9793.79,966.96,3988.69,8042.59,2.39,1.24,3859.99,1524.43,9978.85,53.89
"2005-05-31","World",43.48,436.58,268.14,40.13,172.46,9.3,146.24,163.38,112.6,647,273.87,480.73,480.73,14.95,2708.79,402.94,21.17,12.01,0.33,387.78,7.43,14.83,413.75,436.13,436.13,99.24,,231.44,100.87,54.9,0,226.97,49.7,4.48,238.26,387.21,387.21,33.64,810.56,319.12,39.01,176.26,1.37,98.6,141.5,219.15,648.09,359.24,534.38,534.38,382.26,,2654.03,416.88,2221.03,44.99,2064.84,2022.72,544.21,450,2886.97,5291.95,5291.95,25.12,1288.38,415.26,22.41,14.31,0.2,413.1,13.09,1.95,1212.54,413.76,451.97,451.97,56.78,3536.01,1381.32,73,120.15,0.72,1115.26,109.65,265.34,652.57,1408.04,1574.47,1574.47,308.97,20036.78,2986.81,350.5,1438.76,11.72,2806.37,713.95,168.72,537.98,3753.14,4776.06,4776.06,75.62,1987.55,756.72,91.64,261.42,4.69,710.35,220.92,41.67,700,813.23,1109.77,1109.77,1040.06,30804.65,9415.78,1155.61,4471.3,73.32,7969.51,3442.34,1372.95,64.227,10560.26,15042.67,15042.67,9755.97,963.52,3954.29,8019.83,2.39,1.24,3835.33,1518.12,9933.8,47.827
"2005-04-30","World",43.83,437.28,267.69,40.31,172.67,8.89,146.31,162.47,112.5,679,274.36,480.67,480.67,14.03,2717.58,403.39,21.22,12.19,0.33,388.44,7.69,14.61,415.08,436.81,436.81,98.36,,231.39,101.78,54.58,0,226.89,48.94,4.5,240.44,387.75,387.75,33.19,807.44,317.03,38.56,175.22,1.36,97.5,140.17,218.17,684.33,357.44,530.81,530.81,380.64,,2644.03,412.22,2206.28,44.97,2059.72,2011.44,539.33,457.86,2870.44,5262.53,5262.53,25.36,1286.67,415.06,22.61,14.03,0.19,412.83,13.14,2.03,1223.04,413.19,451.69,451.69,55.47,3505.36,1368.89,71.58,117.67,0.69,1111.22,107.75,256.97,651.7,1394.92,1558.14,1558.14,306.19,19948.53,2972.86,346.08,1432.72,11.72,2802.36,710.94,158.78,545.88,3734.53,4751.67,4751.67,74.25,1965.06,748.47,90.36,252.08,4.81,701.94,213,41.72,695,803.67,1090.92,1090.92,1031.32,30667.92,9368.81,1144.72,4437.44,72.96,7947.21,3415.54,1348.61,65.075,10504.07,14950.99,14950.99,9718.16,960.07,3919.9,7997.08,2.38,1.24,3810.67,1511.8,9888.75,50.64
"2005-03-31","World",44.19,437.98,267.25,40.48,172.88,8.48,146.38,161.56,112.4,710,274.85,480.6,480.6,13.1,2726.38,403.83,21.27,12.38,0.33,389.1,7.96,14.4,416.42,437.48,437.48,97.48,,231.33,102.69,54.27,0,226.81,48.19,4.52,242.62,388.29,388.29,32.75,804.33,314.94,38.1,174.19,1.35,96.4,138.83,217.19,722.61,355.65,527.23,527.23,379.02,,2634.02,407.56,2191.52,44.96,2054.6,2000.17,534.46,458.13,2853.92,5233.1,5233.1,25.6,1284.96,414.85,22.81,13.75,0.19,412.56,13.19,2.1,1234.59,412.62,451.42,451.42,54.17,3474.71,1356.46,70.17,115.19,0.67,1107.19,105.85,248.6,663.64,1381.79,1541.81,1541.81,303.42,19860.27,2958.92,341.67,1426.69,11.73,2798.35,707.94,148.83,543.69,3715.92,4727.27,4727.27,72.88,1942.56,740.23,89.08,242.75,4.92,693.54,205.08,41.77,714,794.1,1072.06,1072.06,1022.61,30531.19,9321.83,1133.83,4403.62,72.63,7924.93,3388.77,1324.27,66.743,10447.89,14859.26,14859.26,9680.34,956.62,3885.5,7974.32,2.38,1.24,3786.01,1505.49,9843.7,50.943
"2005-02-28","World",44.54,438.68,266.81,40.65,173.08,8.07,146.44,160.65,112.29,646,275.35,480.54,480.54,12.18,2735.17,404.28,21.32,12.56,0.33,389.76,8.22,14.18,417.75,438.15,438.15,96.6,,231.28,103.6,53.96,0,226.74,47.43,4.54,244.81,388.83,388.83,32.31,801.22,312.85,37.65,173.15,1.35,95.29,137.5,216.21,649.4,353.85,523.65,523.65,377.4,,2624.01,402.9,2176.76,44.94,2049.49,1988.89,529.58,422.63,2837.39,5203.68,5203.68,25.85,1283.25,414.65,23.01,13.47,0.18,412.29,13.24,2.18,1234.59,412.06,451.14,451.14,52.86,3444.06,1344.03,68.75,112.71,0.64,1103.15,103.96,240.24,647.24,1368.67,1525.49,1525.49,300.64,19772.01,2944.97,337.25,1420.65,11.74,2794.35,704.93,138.89,495.73,3697.31,4702.88,4702.88,71.5,1920.07,731.99,87.81,233.42,5.03,685.14,197.17,41.82,695,784.54,1053.21,1053.21,1013.88,30394.46,9274.87,1122.94,4369.76,72.28,7902.65,3361.99,1299.93,62.266,10391.73,14767.57,14767.57,9642.53,953.18,3851.1,7951.57,2.38,1.23,3761.34,1499.17,9798.65,44.818
"2005-01-31","World",44.9,439.38,266.36,40.83,173.29,7.66,146.51,159.74,112.19,646,275.84,480.48,480.48,11.26,2743.96,404.72,21.37,12.74,0.33,390.42,8.49,13.97,419.08,438.83,438.83,95.72,,231.22,104.51,53.65,0,226.66,46.67,4.56,246.99,389.38,389.38,31.86,798.11,310.76,37.2,172.12,1.34,94.19,136.17,215.23,641.19,352.05,520.08,520.08,375.78,,2614.01,398.24,2162.01,44.93,2044.37,1977.61,524.71,418.86,2820.86,5174.26,5174.26,26.09,1281.54,414.45,23.22,13.19,0.17,412.02,13.28,2.26,1234.59,411.49,450.86,450.86,51.56,3413.4,1331.6,67.33,110.23,0.61,1099.12,102.06,231.87,683.88,1355.54,1509.16,1509.16,297.86,19683.76,2931.03,332.83,1414.62,11.74,2790.34,701.92,128.94,519.98,3678.69,4678.48,4678.48,70.12,1897.58,723.74,86.53,224.08,5.14,676.74,189.25,41.87,699,774.98,1034.35,1034.35,1005.15,30257.73,9227.89,1112.06,4335.93,71.92,7880.37,3335.19,1275.6,63.149,10335.52,14675.88,14675.88,9604.71,949.73,3816.71,7928.81,2.37,1.23,3736.68,1492.85,9753.6,42.972
"2004-12-31","World",45.25,440.08,265.92,41,173.5,7.25,146.58,158.83,112.08,654,276.33,480.42,480.42,10.33,2752.75,405.17,21.42,12.92,0.33,391.08,8.75,13.75,420.42,439.5,439.5,94.83,,231.17,105.42,53.33,0,226.58,45.92,4.58,249.17,389.92,389.92,31.42,795,308.67,36.75,171.08,1.33,93.08,134.83,214.25,657,350.25,516.5,516.5,374.17,,2604,393.58,2147.25,44.92,2039.25,1966.33,519.83,446.2,2804.33,5144.83,5144.83,26.33,1279.83,414.25,23.42,12.92,0.17,411.75,13.33,2.33,1233.63,410.92,450.58,450.58,50.25,3382.75,1319.17,65.92,107.75,0.58,1095.08,100.17,223.5,709.72,1342.42,1492.83,1492.83,295.08,19595.5,2917.08,328.42,1408.58,11.75,2786.33,698.92,119,552.06,3660.08,4654.08,4654.08,68.75,1875.08,715.5,85.25,214.75,5.25,668.33,181.33,41.92,724,765.42,1015.5,1015.5,996.41,30120.99,9180.93,1101.18,4302.08,71.58,7858.06,3308.41,1251.24,66.021,10279.34,14584.16,14584.16,9566.9,946.29,3782.31,7906.06,2.37,1.23,3712.02,1486.54,9708.55,39.045
"2004-11-30","World",46.01,438.56,265.73,41.35,171.44,7.5,146.17,157.25,112.06,659,275.26,478.52,478.52,10.02,2708.64,398.97,20.49,13.04,0.33,385.03,8.65,13.6,413.83,432.5,432.5,92.66,,230.52,104.53,53.72,0,225.95,46.16,4.57,249.96,388.78,388.78,31.75,787.03,307.28,36.31,169.17,1.33,92.55,134.19,213.4,664.91,346.81,512.75,512.75,368.81,,2582.89,391.97,2124.79,44.75,2026.22,1951.5,511.92,454.61,2779.33,5099.65,5099.65,25.47,1286.88,415.47,23.66,13.13,0.17,412.96,13.56,2.33,1225.57,413.23,452.26,452.26,51.81,3353.74,1311.4,64.61,107.97,0.59,1092.91,101.24,217.9,684.68,1330.94,1483.99,1483.99,297.59,19475.15,2906.42,325.64,1399.81,11.81,2777.92,697.57,116.69,561.19,3636.72,4631.88,4631.88,68.6,1874.82,714.12,83.88,215.46,5.17,667.47,179.99,41.48,727,764.88,1013.46,1013.46,992.72,29924.82,9132.8,1092.44,4268.53,71.65,7827.18,3290.11,1233.95,66.938,10210.96,14493.79,14493.79,9487.32,940.34,3755.31,7831.51,2.37,1.22,3683.78,1486.32,9628.86,42.126
"2004-10-31","World",46.78,437.04,265.54,41.71,169.38,7.75,145.75,155.67,112.04,642,274.18,476.62,476.62,9.71,2664.53,392.76,19.57,13.17,0.32,378.99,8.54,13.46,407.25,425.5,425.5,90.49,,229.88,103.65,54.11,0,225.32,46.4,4.56,250.75,387.64,387.64,32.08,779.06,305.89,35.86,167.25,1.33,92.01,133.56,212.54,657.05,343.36,509,509,363.46,,2561.78,390.35,2102.33,44.58,2013.18,1936.67,504.01,451.26,2754.33,5054.46,5054.46,24.61,1293.93,416.68,23.9,13.35,0.18,414.17,13.78,2.33,1212.54,415.54,453.93,453.93,53.36,3324.74,1303.64,63.31,108.19,0.6,1090.74,102.32,212.31,668.92,1319.46,1475.14,1475.14,300.1,19354.81,2895.76,322.86,1391.04,11.86,2769.51,696.22,114.39,583.49,3613.35,4609.67,4609.67,68.44,1874.56,712.75,82.5,216.17,5.1,666.61,178.64,41.04,701,764.33,1011.42,1011.42,989.03,29728.67,9084.68,1083.71,4234.99,71.72,7796.28,3271.8,1216.68,65.803,10142.55,14403.38,14403.38,9407.73,934.39,3728.3,7756.96,2.37,1.21,3655.54,1486.11,9549.16,46.881
"2004-09-30","World",47.54,435.52,265.35,42.06,167.31,8,145.33,154.08,112.02,657,273.1,474.73,474.73,9.4,2620.42,386.56,18.65,13.29,0.31,372.94,8.44,13.31,400.67,418.5,418.5,88.31,,229.23,102.77,54.5,0,224.69,46.65,4.54,251.54,386.5,386.5,32.42,771.08,304.5,35.42,165.33,1.33,91.48,132.92,211.69,669.09,339.92,505.25,505.25,358.1,,2540.67,388.73,2079.88,44.42,2000.15,1921.83,496.1,468.09,2729.33,5009.27,5009.27,23.75,1300.98,417.9,24.15,13.56,0.19,415.38,14,2.33,1213.59,417.85,455.6,455.6,54.92,3295.73,1295.88,62,108.42,0.6,1088.56,103.4,206.71,657.92,1307.98,1466.29,1466.29,302.6,19234.46,2885.1,320.08,1382.27,11.92,2761.1,694.88,112.08,601.6,3589.98,4587.46,4587.46,68.29,1874.29,711.38,81.12,216.88,5.02,665.75,177.29,40.6,657,763.79,1009.38,1009.38,985.33,29532.48,9036.57,1074.98,4201.44,71.79,7765.38,3253.49,1199.38,66.27,10074.16,14312.98,14312.98,9328.15,928.45,3701.29,7682.42,2.36,1.2,3627.3,1485.9,9469.47,41.597
"2004-08-31","World",48.31,434,265.17,42.42,165.25,8.25,144.92,152.5,112,627,272.03,472.83,472.83,9.08,2576.31,380.36,17.72,13.42,0.31,366.89,8.33,13.17,394.08,411.5,411.5,86.14,,228.58,101.89,54.89,0,224.06,46.89,4.53,252.33,385.36,385.36,32.75,763.11,303.11,34.97,163.42,1.33,90.94,132.28,210.83,640.68,336.47,501.5,501.5,352.75,,2519.56,387.11,2057.42,44.25,1987.11,1907,488.19,458.14,2704.33,4964.08,4964.08,22.89,1308.03,419.11,24.39,13.78,0.19,416.58,14.22,2.33,1234.59,420.17,457.28,457.28,56.47,3266.72,1288.11,60.69,108.64,0.61,1086.39,104.47,201.11,667.68,1296.5,1457.44,1457.44,305.11,19114.11,2874.44,317.31,1373.5,11.97,2752.69,693.53,109.78,604.65,3566.61,4565.25,4565.25,68.14,1874.03,710,79.75,217.58,4.94,664.89,175.94,40.17,632,763.25,1007.33,1007.33,981.64,29336.31,8988.44,1066.25,4167.9,71.85,7734.47,3235.16,1182.11,65.44,10005.77,14222.57,14222.57,9248.57,922.5,3674.29,7607.87,2.36,1.19,3599.05,1485.69,9389.78,42.084
"2004-07-31","World",49.07,432.48,264.98,42.77,163.19,8.5,144.5,150.92,111.98,669,270.95,470.94,470.94,8.77,2532.19,374.16,16.8,13.54,0.3,360.84,8.23,13.02,387.5,404.5,404.5,83.97,,227.94,101.01,55.28,0,223.42,47.13,4.51,253.12,384.22,384.22,33.08,755.14,301.72,34.53,161.5,1.33,90.41,131.64,209.98,637.73,333.03,497.75,497.75,347.4,,2498.44,385.49,2034.96,44.08,1974.08,1892.17,480.28,454.77,2679.33,4918.9,4918.9,22.03,1315.08,420.33,24.63,13.99,0.2,417.79,14.44,2.33,1247.11,422.48,458.95,458.95,58.03,3237.72,1280.35,59.39,108.86,0.62,1084.22,105.55,195.51,650.92,1285.02,1448.6,1448.6,307.62,18993.76,2863.78,314.53,1364.73,12.03,2744.28,692.18,107.47,605.08,3543.24,4543.04,4543.04,67.99,1873.76,708.62,78.38,218.29,4.87,664.03,174.6,39.73,624,762.71,1005.29,1005.29,977.96,29140.13,8940.32,1057.53,4134.34,71.93,7703.57,3216.86,1164.81,64.82,9937.38,14132.19,14132.19,9168.99,916.55,3647.28,7533.32,2.36,1.18,3570.81,1485.47,9310.08,37.892
"2004-06-30","World",49.83,430.96,264.79,43.12,161.12,8.75,144.08,149.33,111.96,658,269.88,469.04,469.04,8.46,2488.08,367.96,15.88,13.67,0.29,354.79,8.12,12.88,380.92,397.5,397.5,81.79,,227.29,100.12,55.67,0,222.79,47.38,4.5,253.92,383.08,383.08,33.42,747.17,300.33,34.08,159.58,1.33,89.88,131,209.12,639.45,329.58,494,494,342.04,,2477.33,383.88,2012.5,43.92,1961.04,1877.33,472.38,471.2,2654.33,4873.71,4873.71,21.17,1322.12,421.54,24.88,14.21,0.21,419,14.67,2.33,1264.65,424.79,460.62,460.62,59.58,3208.71,1272.58,58.08,109.08,0.62,1082.04,106.62,189.92,699.96,1273.54,1439.75,1439.75,310.12,18873.42,2853.12,311.75,1355.96,12.08,2735.88,690.83,105.17,581.74,3519.88,4520.83,4520.83,67.83,1873.5,707.25,77,219,4.79,663.17,173.25,39.29,632,762.17,1003.25,1003.25,974.24,28943.96,8892.19,1048.79,4100.79,71.99,7672.67,3198.53,1147.55,66.064,9869.01,14041.78,14041.78,9089.41,910.6,3620.28,7458.77,2.36,1.17,3542.57,1485.26,9230.39,35.543
"2004-05-31","World",50.6,429.44,264.6,43.48,159.06,9,143.67,147.75,111.94,716,268.8,467.15,467.15,8.15,2443.97,361.76,14.95,13.79,0.28,348.74,8.02,12.73,374.33,390.5,390.5,79.62,,226.65,99.24,56.06,0,222.16,47.62,4.49,254.71,381.94,381.94,33.75,739.19,298.94,33.64,157.67,1.33,89.34,130.36,208.27,724.29,326.14,490.25,490.25,336.69,,2456.22,382.26,1990.04,43.75,1948.01,1862.5,464.47,537.17,2629.33,4828.52,4828.52,20.31,1329.17,422.76,25.12,14.42,0.22,420.21,14.89,2.33,1322.77,427.1,462.3,462.3,61.14,3179.7,1264.82,56.78,109.31,0.63,1079.87,107.7,184.32,700.61,1262.06,1430.9,1430.9,312.63,18753.07,2842.47,308.97,1347.19,12.14,2727.47,689.49,102.86,627.96,3496.51,4498.62,4498.62,67.68,1873.24,705.88,75.62,219.71,4.72,662.31,171.9,38.85,684,761.62,1001.21,1001.21,970.57,28747.78,8844.1,1040.06,4067.25,72.07,7641.78,3180.23,1130.26,73.516,9800.6,13951.39,13951.39,9009.83,904.66,3593.27,7384.23,2.35,1.16,3514.33,1485.05,9150.69,37.558
"2004-04-30","World",51.36,427.92,264.42,43.83,157,9.25,143.25,146.17,111.92,736,267.72,465.25,465.25,7.83,2399.86,355.56,14.03,13.92,0.28,342.69,7.92,12.58,367.75,383.5,383.5,77.44,,226,98.36,56.44,0,221.53,47.86,4.47,255.5,380.81,380.81,34.08,731.22,297.56,33.19,155.75,1.33,88.81,129.72,207.42,737.05,322.69,486.5,486.5,331.33,,2435.11,380.64,1967.58,43.58,1934.97,1847.67,456.56,575.05,2604.33,4783.33,4783.33,19.44,1336.22,423.97,25.36,14.64,0.22,421.42,15.11,2.33,1322.77,429.42,463.97,463.97,62.69,3150.69,1257.06,55.47,109.53,0.64,1077.69,108.78,178.72,644.98,1250.58,1422.06,1422.06,315.14,18632.72,2831.81,306.19,1338.42,12.19,2719.06,688.14,100.56,672.46,3473.14,4476.42,4476.42,67.53,1872.97,704.5,74.25,220.42,4.64,661.44,170.56,38.42,696,761.08,999.17,999.17,966.84,28551.6,8795.99,1031.32,4033.7,72.13,7610.86,3161.93,1112.98,76.453,9732.21,13861.01,13861.01,8930.24,898.71,3566.27,7309.68,2.35,1.15,3486.09,1484.83,9071,33.711
"2004-03-31","World",52.12,426.4,264.23,44.19,154.94,9.5,142.83,144.58,111.9,685,266.65,463.35,463.35,7.52,2355.75,349.35,13.1,14.04,0.27,336.65,7.81,12.44,361.17,376.5,376.5,75.27,,225.35,97.48,56.83,0,220.9,48.1,4.46,256.29,379.67,379.67,34.42,723.25,296.17,32.75,153.83,1.33,88.27,129.08,206.56,678.7,319.25,482.75,482.75,325.98,,2414,379.02,1945.12,43.42,1921.94,1832.83,448.65,583.52,2579.33,4738.15,4738.15,18.58,1343.27,425.19,25.6,14.85,0.23,422.62,15.33,2.33,1356.32,431.73,465.65,465.65,64.25,3121.69,1249.29,54.17,109.75,0.65,1075.52,109.85,173.12,687.6,1239.1,1413.21,1413.21,317.65,18512.38,2821.15,303.42,1329.65,12.25,2710.65,686.79,98.25,689.43,3449.77,4454.21,4454.21,67.38,1872.71,703.12,72.88,221.12,4.56,660.58,169.21,37.98,712,760.54,997.12,997.12,963.17,28355.45,8747.85,1022.61,4000.13,72.21,7579.96,3143.58,1095.69,76.733,9663.83,13770.61,13770.61,8850.66,892.76,3539.26,7235.13,2.35,1.14,3457.84,1484.62,8991.3,33.665
