"date","reference","coconut_beginning-stocks","coconut_crush","coconut_domestic-consumption","coconut_ending-stocks","coconut_exports","coconut_feed-waste-dom-cons","coconut_food-use-dom-cons","coconut_imports","coconut_industrial-dom-cons","coconut_price","coconut_production","coconut_total-distribution","coconut_total-supply","cottonseed_beginning-stocks","cottonseed_crush","cottonseed_domestic-consumption","cottonseed_ending-stocks","cottonseed_exports","cottonseed_feed-waste-dom-cons","cottonseed_food-use-dom-cons","cottonseed_imports","cottonseed_industrial-dom-cons","cottonseed_production","cottonseed_total-distribution","cottonseed_total-supply","olive_beginning-stocks","olive_crush","olive_domestic-consumption","olive_ending-stocks","olive_exports","olive_feed-waste-dom-cons","olive_food-use-dom-cons","olive_imports","olive_industrial-dom-cons","olive_production","olive_total-distribution","olive_total-supply","palm-kernel_beginning-stocks","palm-kernel_crush","palm-kernel_domestic-consumption","palm-kernel_ending-stocks","palm-kernel_exports","palm-kernel_feed-waste-dom-cons","palm-kernel_food-use-dom-cons","palm-kernel_imports","palm-kernel_industrial-dom-cons","palm-kernel_price","palm-kernel_production","palm-kernel_total-distribution","palm-kernel_total-supply","palm_beginning-stocks","palm_crush","palm_domestic-consumption","palm_ending-stocks","palm_exports","palm_feed-waste-dom-cons","palm_food-use-dom-cons","palm_imports","palm_industrial-dom-cons","palm_price","palm_production","palm_total-distribution","palm_total-supply","peanut_beginning-stocks","peanut_crush","peanut_domestic-consumption","peanut_ending-stocks","peanut_exports","peanut_feed-waste-dom-cons","peanut_food-use-dom-cons","peanut_imports","peanut_industrial-dom-cons","peanut_price","peanut_production","peanut_total-distribution","peanut_total-supply","rapeseed_beginning-stocks","rapeseed_crush","rapeseed_domestic-consumption","rapeseed_ending-stocks","rapeseed_exports","rapeseed_feed-waste-dom-cons","rapeseed_food-use-dom-cons","rapeseed_imports","rapeseed_industrial-dom-cons","rapeseed_price","rapeseed_production","rapeseed_total-distribution","rapeseed_total-supply","soybean_beginning-stocks","soybean_crush","soybean_domestic-consumption","soybean_ending-stocks","soybean_exports","soybean_feed-waste-dom-cons","soybean_food-use-dom-cons","soybean_imports","soybean_industrial-dom-cons","soybean_price","soybean_production","soybean_total-distribution","soybean_total-supply","sunflower_beginning-stocks","sunflower_crush","sunflower_domestic-consumption","sunflower_ending-stocks","sunflower_exports","sunflower_feed-waste-dom-cons","sunflower_food-use-dom-cons","sunflower_imports","sunflower_industrial-dom-cons","sunflower_price","sunflower_production","sunflower_total-distribution","sunflower_total-supply","vegetable-oil_beginning-stocks","vegetable-oil_crush","vegetable-oil_domestic-consumption","vegetable-oil_ending-stocks","vegetable-oil_exports","vegetable-oil_feed-waste-dom-cons","vegetable-oil_food-use-dom-cons","vegetable-oil_imports","vegetable-oil_industrial-dom-cons","vegetable-oil_price","vegetable-oil_production","vegetable-oil_total-distribution","vegetable-oil_total-supply","vegetable-oil_oecd_consumption","vegetable-oil_oecd_ending-stocks","vegetable-oil_oecd_exports","vegetable-oil_oecd_food","vegetable-oil_oecd_food-fat-availability","vegetable-oil_oecd_human-consumption-per-capita","vegetable-oil_oecd_imports","vegetable-oil_oecd_other-use","vegetable-oil_oecd_production","crude-average_price"
"2022-04-30",,,,,,,,,,,2094.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.31,,,,,,,,,,,,,1682.74,,,,,,,,,,,,,2145.25,,,,,,,,,,,,,2266.17,,,,,,,,,,,,,1947.51,,,,,,,,,,,,,2275.76,,,,,,,,,,,,,,,,,18313.63,1641.63,7367.33,12180.35,2.78,1.55,7367.33,3399.49,18396.9,103.413
"2022-03-31",,,,,,,,,,,2230.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.48,,,,,,,,,,,,,1776.96,,,,,,,,,,,,,2153.15,,,,,,,,,,,,,2162.3,,,,,,,,,,,,,1956.88,,,,,,,,,,,,,2361.13,,,,,,,,,,,,,248.598,,,,18290.66,1635.12,7359.91,12169.25,2.78,1.55,7359.91,3394.2,18374.57,112.397
"2022-02-28",,,,,,,,,,,2147.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2442.63,,,,,,,,,,,,,1522.36,,,,,,,,,,,,,2473.1,,,,,,,,,,,,,1744.2,,,,,,,,,,,,,1595.74,,,,,,,,,,,,,1499.12,,,,,,,,,,,,,201.718,,,,18267.69,1628.61,7352.49,12158.16,2.78,1.55,7352.49,3388.91,18352.24,93.543
"2022-01-31",,,,,,,,,,,2016.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195.79,,,,,,,,,,,,,1344.79,,,,,,,,,,,,,2489.88,,,,,,,,,,,,,1865.36,,,,,,,,,,,,,1469.56,,,,,,,,,,,,,1411.73,,,,,,,,,,,,,185.931,,,,18244.72,1622.09,7345.07,12147.06,2.78,1.55,7345.07,3383.62,18329.91,83.92
"2021-12-31","World",44.17,461.5,293.92,40.42,161.08,2.67,151.08,158.75,140.17,1695.71,292.5,495.42,495.42,6.58,2806.58,419.25,9.42,8.75,0,373.67,6.67,45.58,424.17,437.42,437.42,41.58,,264.58,40.92,121.92,0,262.83,112.25,1.75,273.58,427.42,427.42,83.75,1635.75,720.17,68.75,283.17,1.42,179.5,263.33,539.25,1861.43,725,1072.08,1072.08,1127.5,,6150.58,1129.92,4136.08,62,4129.08,3989.58,1959.5,1270.29,6299.5,11416.58,11416.58,24.75,1670.33,540.92,26.83,33.17,0,540,34.67,0.92,2154.06,541.5,600.92,600.92,277.42,5807.67,2412.5,210.83,459.5,4.25,1745.42,449,662.83,1742.5,2356.42,3082.83,3082.83,524.67,33413.17,5766.42,422.58,1669.67,8.33,4351.58,993.5,1406.5,1411.21,6340.5,7858.67,7858.67,144.92,4182.5,1649.5,155.5,1014,7,1556.08,914.75,86.42,1361.831,1759.33,2819,2819,2275.34,49977.5,18217.84,2105.17,7887.34,85.67,13289.24,6922.5,4842.92,178.505,19012.5,28210.34,28210.34,18221.75,1615.58,7337.65,12135.96,2.78,1.55,7337.65,3378.33,18307.58,72.867
"2021-11-30","World",43.93,460.75,293.39,40.73,160.08,2.66,150.83,158.24,139.9,1960.68,292.03,494.2,494.2,7.06,2795.68,418.22,9.18,8.71,0,373.13,6.81,45.09,422.24,436.11,436.11,43.73,,263.92,40.97,121.26,0,262.17,111.34,1.75,271.08,426.15,426.15,83.53,1630.88,718.31,70,281.57,1.49,178.9,263.49,537.92,2050.23,722.87,1069.88,1069.88,1132.78,,6146.69,1129.72,4125.12,61.76,4128.06,3986.76,1956.88,1340.65,6281.99,11401.53,11401.53,25.35,1669.24,540.83,26.66,33.78,0,539.92,34.87,0.92,2150.209,541.06,601.28,601.28,273.3,5818.42,2408.56,216.38,465.53,4.25,1740.72,454.81,663.58,1825.34,2362.36,3090.47,3090.47,522.3,33434.91,5761.02,431.09,1667.21,8.26,4347.42,993.1,1405.34,1442.96,6343.92,7859.32,7859.32,150.61,4149.3,1640.21,154.62,1007.56,6.96,1547.33,906.35,85.92,1415.617,1745.42,2802.38,2802.38,2282.59,49959.18,18191.15,2119.35,7870.82,85.38,13268.48,6915.77,4837.3,184.555,18982.97,28181.32,28181.32,18184.48,1608.43,7334.6,12113.04,2.78,1.55,7323.81,3371.98,18274.33,79.917
"2021-10-31","World",43.69,460,292.86,41.04,159.08,2.65,150.57,157.74,139.64,1922.86,291.56,492.99,492.99,7.54,2784.78,417.19,8.94,8.67,0,372.6,6.96,44.6,420.31,434.81,434.81,45.88,,263.25,41.03,120.6,0,261.5,110.43,1.75,268.57,424.88,424.88,83.31,1626,716.46,71.25,279.97,1.56,178.31,263.64,536.6,1818.33,720.74,1067.68,1067.68,1138.06,,6142.81,1129.51,4114.15,61.51,4127.04,3983.94,1954.25,1310.25,6264.47,11386.47,11386.47,25.94,1668.14,540.75,26.49,34.4,0,539.83,35.07,0.92,2133.665,540.62,601.64,601.64,269.18,5829.17,2404.61,221.93,471.57,4.25,1736.03,460.62,664.33,1795.17,2368.31,3098.11,3098.11,519.93,33456.65,5755.62,439.6,1664.75,8.19,4343.25,992.71,1404.18,1483.52,6347.33,7859.97,7859.97,156.31,4116.1,1630.92,153.74,1001.11,6.92,1538.58,897.94,85.42,1420.528,1731.51,2785.76,2785.76,2289.84,49940.84,18164.47,2133.53,7854.3,85.08,13247.71,6909.05,4831.69,184.837,18953.42,28152.31,28152.31,18147.21,1601.27,7331.56,12090.12,2.78,1.55,7309.97,3365.63,18241.07,82.063
"2021-09-30","World",43.46,459.25,292.33,41.35,158.08,2.65,150.31,157.23,139.38,1485,291.08,491.77,491.77,8.02,2773.88,416.17,8.71,8.62,0,372.06,7.1,44.1,418.38,433.5,433.5,48.02,,262.58,41.08,119.94,0,260.83,109.52,1.75,266.06,423.6,423.6,83.08,1621.12,714.6,72.5,278.38,1.62,177.71,263.79,535.27,1427.27,718.6,1065.48,1065.48,1143.33,,6138.92,1129.31,4103.19,61.27,4126.02,3981.12,1951.62,1181.38,6246.96,11371.42,11371.42,26.54,1667.04,540.67,26.31,35.02,0,539.75,35.27,0.92,2109.02,540.19,602,602,265.06,5839.92,2400.67,227.48,477.6,4.25,1731.33,466.44,665.08,1629.14,2374.25,3105.75,3105.75,517.56,33478.4,5750.23,448.1,1662.29,8.12,4339.08,992.31,1403.02,1398.75,6350.75,7860.62,7860.62,162,4082.9,1621.62,152.85,994.67,6.88,1529.83,889.54,84.92,1309.519,1717.6,2769.15,2769.15,2297.07,49922.51,18137.79,2147.69,7837.79,84.79,13226.92,6902.32,4826.06,168.571,18923.87,28123.29,28123.29,18109.94,1594.12,7328.51,12067.2,2.78,1.54,7296.13,3359.28,18207.82,72.8
"2021-08-31","World",43.22,458.5,291.81,41.67,157.08,2.64,150.06,156.72,139.11,1493.64,290.61,490.56,490.56,8.5,2762.97,415.14,8.47,8.58,0,371.53,7.25,43.61,416.44,432.19,432.19,50.17,,261.92,41.14,119.28,0,260.17,108.61,1.75,263.56,422.33,422.33,82.86,1616.25,712.75,73.75,276.78,1.69,177.11,263.94,533.94,1341.14,716.47,1063.28,1063.28,1148.61,,6135.03,1129.11,4092.22,61.03,4125,3978.31,1949,1141.82,6229.44,11356.36,11356.36,27.14,1665.94,540.58,26.14,35.64,0,539.67,35.47,0.92,2102.288,539.75,602.36,602.36,260.94,5850.67,2396.72,233.03,483.64,4.25,1726.64,472.25,665.83,1519.19,2380.19,3113.39,3113.39,515.19,33500.14,5744.83,456.61,1659.83,8.06,4334.92,991.92,1401.86,1433.94,6354.17,7861.28,7861.28,167.69,4049.69,1612.33,151.97,988.22,6.83,1521.08,881.14,84.42,1355.691,1703.69,2752.53,2752.53,2304.32,49904.16,18111.11,2161.89,7821.27,84.5,13206.18,6895.61,4820.44,165.862,18894.32,28094.28,28094.28,18072.67,1586.97,7325.47,12044.28,2.78,1.54,7282.3,3352.93,18174.56,68.867
"2021-07-31","World",42.99,457.75,291.28,41.98,156.08,2.63,149.8,156.22,138.85,1584.09,290.14,489.34,489.34,8.98,2752.07,414.11,8.24,8.54,0,370.99,7.4,43.12,414.51,430.89,430.89,52.31,,261.25,41.19,118.62,0,259.5,107.7,1.75,261.05,421.06,421.06,82.64,1611.38,710.9,75,275.18,1.76,176.51,264.1,532.62,1274.09,714.34,1061.08,1061.08,1153.89,,6131.14,1128.91,4081.26,60.78,4123.98,3975.49,1946.38,1062.99,6211.93,11341.31,11341.31,27.74,1664.85,540.5,25.97,36.26,0,539.58,35.67,0.92,2092.193,539.31,602.72,602.72,256.83,5861.42,2392.78,238.58,489.67,4.25,1721.94,478.06,666.58,1410.08,2386.14,3121.03,3121.03,512.83,33521.88,5739.44,465.12,1657.38,7.99,4330.75,991.52,1400.7,1468.34,6357.58,7861.93,7861.93,173.39,4016.49,1603.04,151.09,981.78,6.79,1512.33,872.74,83.92,1282.012,1689.78,2735.91,2735.91,2311.6,49885.84,18084.44,2176.08,7804.77,84.2,13185.38,6888.9,4814.84,155.496,18864.78,28065.27,28065.27,18035.39,1579.82,7322.42,12021.36,2.78,1.54,7268.46,3346.57,18141.31,73.283
"2021-06-30","World",42.75,457,290.75,42.29,155.08,2.62,149.54,155.71,138.58,1670.68,289.67,488.12,488.12,9.46,2741.17,413.08,8,8.5,0,370.46,7.54,42.62,412.58,429.58,429.58,54.46,,260.58,41.25,117.96,0,258.83,106.79,1.75,258.54,419.79,419.79,82.42,1606.5,709.04,76.25,273.58,1.83,175.92,264.25,531.29,1400.45,712.21,1058.88,1058.88,1159.17,,6127.25,1128.71,4070.29,60.54,4122.96,3972.67,1943.75,1004.42,6194.42,11326.25,11326.25,28.33,1663.75,540.42,25.79,36.88,0,539.5,35.88,0.92,2078.826,538.88,603.08,603.08,252.71,5872.17,2388.83,244.12,495.71,4.25,1717.25,483.88,667.33,1527.59,2392.08,3128.67,3128.67,510.46,33543.62,5734.04,473.62,1654.92,7.92,4326.58,991.12,1399.54,1518.16,6361,7862.58,7862.58,179.08,3983.29,1593.75,150.21,975.33,6.75,1503.58,864.33,83.42,1296.748,1675.88,2719.29,2719.29,2318.84,49867.5,18057.74,2190.24,7788.25,83.91,13164.62,6882.17,4809.2,157.681,18835.26,28036.24,28036.24,17998.12,1572.66,7319.38,11998.43,2.78,1.54,7254.62,3340.22,18108.06,71.803
"2021-05-31","World",42.51,456.25,290.22,42.6,154.08,2.62,149.28,155.2,138.32,1715.24,289.19,486.91,486.91,9.94,2730.26,412.06,7.76,8.46,0,369.92,7.69,42.13,410.65,428.28,428.28,56.6,,259.92,41.31,117.3,0,258.17,105.88,1.75,256.03,418.52,418.52,82.19,1601.62,707.19,77.5,271.99,1.9,175.32,264.4,529.97,1530.5,710.08,1056.67,1056.67,1164.44,,6123.36,1128.51,4059.33,60.3,4121.94,3969.85,1941.12,1136.46,6176.9,11311.19,11311.19,28.93,1662.65,540.33,25.62,37.49,0,539.42,36.08,0.92,2072.04,538.44,603.44,603.44,248.59,5882.92,2384.89,249.67,501.74,4.25,1712.56,489.69,668.08,1531.38,2398.03,3136.31,3136.31,508.09,33565.37,5728.65,482.13,1652.46,7.85,4322.42,990.73,1398.38,1574.67,6364.42,7863.24,7863.24,184.78,3950.09,1584.46,149.33,968.89,6.71,1494.83,855.93,82.92,1584.587,1661.97,2702.67,2702.67,2326.07,49849.16,18031.08,2204.43,7771.74,83.63,13143.86,6875.45,4803.59,174.876,18805.71,28007.23,28007.23,17960.85,1565.51,7316.33,11975.51,2.78,1.54,7240.79,3333.87,18074.8,66.4
"2021-04-30","World",42.28,455.5,289.69,42.92,153.08,2.61,149.03,154.69,138.06,1659.64,288.72,485.69,485.69,10.42,2719.36,411.03,7.53,8.42,0,369.39,7.83,41.64,408.72,426.97,426.97,58.75,,259.25,41.36,116.64,0,257.5,104.97,1.75,253.53,417.25,417.25,81.97,1596.75,705.33,78.75,270.39,1.97,174.72,264.56,528.64,1487.14,707.94,1054.47,1054.47,1169.72,,6119.47,1128.31,4048.36,60.06,4120.92,3967.03,1938.5,1078.05,6159.39,11296.14,11296.14,29.53,1661.56,540.25,25.44,38.11,0,539.33,36.28,0.92,2020.637,538,603.81,603.81,244.47,5893.67,2380.94,255.22,507.78,4.25,1707.86,495.5,668.83,1312.33,2403.97,3143.94,3143.94,505.72,33587.11,5723.25,490.64,1650,7.78,4318.25,990.33,1397.22,1386.35,6367.83,7863.89,7863.89,190.47,3916.89,1575.17,148.44,962.44,6.67,1486.08,847.53,82.42,1572.798,1648.06,2686.06,2686.06,2333.33,49830.84,18004.38,2218.61,7755.22,83.34,13123.08,6868.72,4797.98,162.191,18776.16,27978.22,27978.22,17923.58,1558.36,7313.29,11952.59,2.78,1.54,7226.95,3327.52,18041.55,62.95
"2021-03-31","World",42.04,454.75,289.17,43.23,152.08,2.6,148.77,154.19,137.79,1540.65,288.25,484.48,484.48,10.9,2708.46,410,7.29,8.38,0,368.85,7.98,41.15,406.79,425.67,425.67,60.9,,258.58,41.42,115.98,0,256.83,104.06,1.75,251.02,415.98,415.98,81.75,1591.88,703.48,80,268.79,2.04,174.12,264.71,527.31,1478.59,705.81,1052.27,1052.27,1175,,6115.58,1128.1,4037.4,59.81,4119.9,3964.21,1935.88,1030.48,6141.88,11281.08,11281.08,30.12,1660.46,540.17,25.27,38.73,0,539.25,36.48,0.92,2006.039,537.56,604.17,604.17,240.35,5904.42,2377,260.77,513.81,4.25,1703.17,501.31,669.58,1321.88,2409.92,3151.58,3151.58,503.35,33608.85,5717.85,499.15,1647.54,7.71,4314.08,989.94,1396.06,1284.81,6371.25,7864.54,7864.54,196.17,3883.69,1565.88,147.56,956,6.62,1477.33,839.12,81.92,1611.111,1634.15,2669.44,2669.44,2340.58,49812.51,17977.71,2232.79,7738.71,83.03,13102.3,6862,4792.36,159.302,18746.63,27949.21,27949.21,17886.31,1551.21,7310.24,11929.67,2.78,1.53,7213.11,3321.17,18008.29,63.83
"2021-02-28","World",41.81,454,288.64,43.54,151.08,2.6,148.51,153.68,137.53,1444.5,287.78,483.26,483.26,11.38,2697.56,408.97,7.06,8.33,0,368.32,8.12,40.65,404.86,424.36,424.36,63.04,,257.92,41.47,115.32,0,256.17,103.15,1.75,248.51,414.71,414.71,81.53,1587,701.62,81.25,267.19,2.11,173.53,264.86,525.99,1359.5,703.68,1050.07,1050.07,1180.28,,6111.69,1127.9,4026.43,59.57,4118.88,3961.39,1933.25,1019.86,6124.36,11266.03,11266.03,30.72,1659.36,540.08,25.1,39.35,0,539.17,36.68,0.92,1993.206,537.12,604.53,604.53,236.24,5915.17,2373.06,266.32,519.85,4.25,1698.47,507.12,670.33,1272.13,2415.86,3159.22,3159.22,500.99,33630.6,5712.46,507.65,1645.08,7.64,4309.92,989.54,1394.9,1123.5,6374.67,7865.19,7865.19,201.86,3850.49,1556.58,146.68,949.56,6.58,1468.58,830.72,81.42,1362.568,1620.24,2652.82,2652.82,2347.85,49794.18,17951.02,2246.97,7722.19,82.75,13081.55,6855.26,4786.74,147.462,18717.08,27920.19,27920.19,17849.03,1544.05,7307.2,11906.75,2.78,1.53,7199.28,3314.81,17975.04,60.463
"2021-01-31","World",41.57,453.25,288.11,43.85,150.08,2.59,148.26,153.17,137.26,1463.07,287.31,482.05,482.05,11.85,2686.65,407.94,6.82,8.29,0,367.78,8.27,40.16,402.93,423.06,423.06,65.19,,257.25,41.53,114.66,0,255.5,102.24,1.75,246.01,413.44,413.44,81.31,1582.12,699.77,82.5,265.6,2.18,172.93,265.01,524.66,1368.31,701.55,1047.87,1047.87,1185.56,,6107.81,1127.7,4015.47,59.33,4117.85,3958.57,1930.62,990.27,6106.85,11250.97,11250.97,31.32,1658.26,540,24.92,39.97,0,539.08,36.88,0.92,1988.94,536.69,604.89,604.89,232.12,5925.92,2369.11,271.87,525.88,4.25,1693.78,512.94,671.08,1141.24,2421.81,3166.86,3166.86,498.62,33652.34,5707.06,516.16,1642.62,7.57,4305.75,989.15,1393.74,1098.67,6378.08,7865.85,7865.85,207.56,3817.28,1547.29,145.8,943.11,6.54,1459.83,822.32,80.92,1276.118,1606.33,2636.2,2636.2,2355.1,49775.82,17924.34,2261.15,7705.68,82.46,13060.76,6848.55,4781.11,138.875,18687.56,27891.19,27891.19,17811.76,1536.9,7304.15,11883.83,2.78,1.53,7185.44,3308.46,17941.78,53.603
"2020-12-31","World",41.33,452.5,287.58,44.17,149.08,2.58,148,152.67,137,1464.965,286.83,480.83,480.83,12.33,2675.75,406.92,6.58,8.25,0,367.25,8.42,39.67,401,421.75,421.75,67.33,,256.58,41.58,114,0,254.83,101.33,1.75,243.5,412.17,412.17,81.08,1577.25,697.92,83.75,264,2.25,172.33,265.17,523.33,1224.868,699.42,1045.67,1045.67,1190.83,,6103.92,1127.5,4004.5,59.08,4116.83,3955.75,1928,1016.374,6089.33,11235.92,11235.92,31.92,1657.17,539.92,24.75,40.58,0,539,37.08,0.92,1977.174,536.25,605.25,605.25,228,5936.67,2365.17,277.42,531.92,4.25,1689.08,518.75,671.83,1097.626,2427.75,3174.5,3174.5,496.25,33674.08,5701.67,524.67,1640.17,7.5,4301.58,988.75,1392.58,1026.196,6381.5,7866.5,7866.5,213.25,3784.08,1538,144.92,936.67,6.5,1451.08,813.92,80.42,1170.02,1592.42,2619.58,2619.58,2362.32,49757.5,17897.68,2275.34,7689.17,82.16,13039.98,6841.84,4775.5,131.199,18658,27862.17,27862.17,17774.49,1529.75,7301.11,11860.91,2.78,1.53,7171.6,3302.11,17908.53,48.727
"2020-11-30","World",41.76,452.85,287.9,43.93,149.66,2.6,147.86,152.75,137.43,1368.95,286.97,481.49,481.49,12.35,2689.49,408.63,7.06,8.35,0,368.52,8.37,40.11,403.33,424.05,424.05,67.88,,256.31,43.73,114.69,0,254.56,101.94,1.75,244.9,414.73,414.73,80.33,1579.38,696.43,83.53,264.85,2.17,171.9,264.14,522.37,1073.48,700.35,1044.81,1044.81,1188.39,,6091.15,1132.78,4007.22,59.12,4104.12,3953.96,1927.91,917.81,6088.8,11231.15,11231.15,32.12,1652.65,538.36,25.35,39.37,0,537.44,36.17,0.92,1878.61,534.78,603.08,603.08,228.87,5916.81,2363.46,273.3,528.37,4.25,1687.45,515.75,671.76,1047.78,2420.51,3165.12,3165.12,494.37,33620.78,5690.3,522.3,1639.6,7.6,4290.74,988.01,1391.95,973.88,6369.82,7852.19,7852.19,209.97,3811.9,1541.31,150.61,952.17,6.53,1454.54,827.6,80.23,1109.112,1606.51,2644.08,2644.08,2356.04,49723.86,17873.85,2282.59,7704.28,82.27,13017.13,6848.69,4774.43,121.903,18655.97,27860.7,27860.7,17771.12,1529.37,7289.46,11857.52,2.77,1.53,7160.26,3290.43,17889.58,42.303
"2020-10-31","World",42.19,453.21,288.21,43.69,150.24,2.62,147.72,152.83,137.86,1118.36,287.11,482.14,482.14,12.36,2703.24,410.35,7.54,8.46,0,369.79,8.32,40.56,405.67,426.35,426.35,68.43,,256.04,45.88,115.38,0,254.29,102.56,1.75,246.31,417.29,417.29,79.57,1581.5,694.94,83.31,265.71,2.08,171.46,263.11,521.4,805.91,701.28,1043.96,1043.96,1185.94,,6078.39,1138.06,4009.93,59.17,4091.4,3952.17,1927.82,819.27,6088.26,11226.38,11226.38,32.33,1648.14,536.81,25.94,38.15,0,535.89,35.25,0.92,1877.59,533.32,600.9,600.9,229.74,5896.96,2361.75,269.18,524.82,4.25,1685.82,512.75,671.68,927.71,2413.26,3155.75,3155.75,492.49,33567.49,5678.93,519.93,1639.03,7.71,4279.9,987.26,1391.32,914.77,6358.14,7837.89,7837.89,206.69,3839.71,1544.61,156.31,967.67,6.57,1458,841.28,80.04,981.402,1620.61,2668.58,2668.58,2349.74,49690.25,17850.03,2289.84,7719.39,82.4,12994.27,6855.53,4773.35,106.45,18653.96,27859.24,27859.24,17767.75,1528.99,7277.81,11854.13,2.77,1.53,7148.92,3278.75,17870.64,39.9
"2020-09-30","World",42.62,453.56,288.52,43.46,150.81,2.65,147.58,152.92,138.29,1034.18,287.25,482.79,482.79,12.38,2716.98,412.06,8.02,8.56,0,371.06,8.27,41,408,428.65,428.65,68.98,,255.77,48.02,116.06,0,254.02,103.17,1.75,247.71,419.85,419.85,78.81,1583.62,693.46,83.08,266.56,2,171.02,262.08,520.44,767.84,702.21,1043.1,1043.1,1183.5,,6065.62,1143.33,4012.65,59.21,4078.69,3950.38,1927.73,796.22,6087.73,11221.6,11221.6,32.54,1643.62,535.25,26.54,36.94,0,534.33,34.33,0.92,1880.71,531.85,598.73,598.73,230.6,5877.1,2360.04,265.06,521.27,4.25,1684.19,509.75,671.6,938.14,2406.02,3146.38,3146.38,490.6,33514.19,5667.56,517.56,1638.46,7.81,4269.06,986.52,1390.69,905.86,6346.46,7823.58,7823.58,203.42,3867.52,1547.92,162,983.17,6.6,1461.46,854.96,79.85,982.385,1634.71,2693.08,2693.08,2343.45,49656.59,17826.2,2297.07,7734.48,82.52,12971.41,6862.38,4772.27,104.596,18651.94,27857.76,27857.76,17764.38,1528.62,7266.17,11850.74,2.77,1.53,7137.58,3267.07,17851.69,40.597
"2020-08-31","World",43.06,453.92,288.83,43.22,151.39,2.67,147.44,153,138.72,981.3,287.39,483.44,483.44,12.39,2730.72,413.78,8.5,8.67,0,372.33,8.22,41.44,410.33,430.94,430.94,69.53,,255.5,50.17,116.75,0,253.75,103.78,1.75,249.11,422.42,422.42,78.06,1585.75,691.97,82.86,267.42,1.92,170.58,261.06,519.47,739.17,703.14,1042.25,1042.25,1181.06,,6052.86,1148.61,4015.36,59.25,4065.97,3948.58,1927.64,760.3,6087.19,11216.83,11216.83,32.75,1639.11,533.69,27.14,35.72,0,532.78,33.42,0.92,1876.96,530.39,596.56,596.56,231.47,5857.25,2358.33,260.94,517.72,4.25,1682.56,506.75,671.53,921.55,2398.78,3137,3137,488.72,33460.89,5656.19,515.19,1637.89,7.92,4258.22,985.78,1390.06,866.94,6334.78,7809.28,7809.28,200.14,3895.33,1551.22,167.69,998.67,6.64,1464.92,868.64,79.67,877.14,1648.81,2717.58,2717.58,2337.18,49622.97,17802.37,2304.32,7749.59,82.65,12948.55,6869.23,4771.2,98.702,18649.92,27856.3,27856.3,17761.02,1528.24,7254.52,11847.34,2.77,1.53,7126.25,3255.4,17832.75,43.443
"2020-07-31","World",43.49,454.27,289.15,42.99,151.97,2.69,147.31,153.08,139.15,888.31,287.53,484.1,484.1,12.4,2744.47,415.49,8.98,8.77,0,373.6,8.17,41.89,412.67,433.24,433.24,70.08,,255.23,52.31,117.44,0,253.48,104.39,1.75,250.51,424.98,424.98,77.3,1587.88,690.49,82.64,268.27,1.83,170.15,260.03,518.51,683.93,704.07,1041.4,1041.4,1178.61,,6040.1,1153.89,4018.08,59.29,4053.26,3946.79,1927.55,694.16,6086.66,11212.06,11212.06,32.96,1634.6,532.14,27.74,34.51,0,531.22,32.5,0.92,1876.87,528.92,594.38,594.38,232.34,5837.4,2356.62,256.83,514.17,4.25,1680.92,503.75,671.45,890.21,2391.53,3127.62,3127.62,486.84,33407.59,5644.83,512.83,1637.32,8.02,4247.38,985.03,1389.42,821.11,6323.1,7794.97,7794.97,196.86,3923.15,1554.53,173.39,1014.17,6.67,1468.38,882.32,79.48,833.17,1662.9,2742.08,2742.08,2330.88,49589.36,17778.58,2311.6,7764.7,82.75,12925.7,6876.06,4770.12,93.2,18647.89,27854.83,27854.83,17757.65,1527.86,7242.87,11843.95,2.76,1.53,7114.91,3243.72,17813.8,42.067
"2020-06-30","World",43.92,454.62,289.46,42.75,152.54,2.71,147.17,153.17,139.58,916.38,287.67,484.75,484.75,12.42,2758.21,417.21,9.46,8.88,0,374.88,8.12,42.33,415,435.54,435.54,70.62,,254.96,54.46,118.12,0,253.21,105,1.75,251.92,427.54,427.54,76.54,1590,689,82.42,269.12,1.75,169.71,259,517.54,724.62,705,1040.54,1040.54,1176.17,,6027.33,1159.17,4020.79,59.33,4040.54,3945,1927.46,656.49,6086.12,11207.29,11207.29,33.17,1630.08,530.58,28.33,33.29,0,529.67,31.58,0.92,1712.82,527.46,592.21,592.21,233.21,5817.54,2354.92,252.71,510.62,4.25,1679.29,500.75,671.38,850.98,2384.29,3118.25,3118.25,484.96,33354.29,5633.46,510.46,1636.75,8.12,4236.54,984.29,1388.79,755.71,6311.42,7780.67,7780.67,193.58,3950.96,1557.83,179.08,1029.67,6.71,1471.83,896,79.29,788.36,1677,2766.58,2766.58,2324.59,49555.7,17754.75,2318.84,7779.78,82.87,12902.84,6882.91,4769.04,86.614,18645.88,27853.37,27853.37,17754.28,1527.48,7231.23,11840.56,2.76,1.54,7103.57,3232.04,17794.86,39.457
