"date","commodity","price","Reference","beginning_stocks_usda","crush_usda","domestic_consumption_usda","ending_stocks_usda","exports_usda","feed_waste_dom_cons_usda","food_use_dom_cons_usda","imports_usda","industrial_dom_cons_usda","production_usda","total_distribution_usda","total_Supply_usda"
"2002-05-31","Rapeseed",414.82,"World",79.27,2726.39,1086.13,73,81.9,0.49,982.28,85.17,103.35,1076.58,1241.03,1241.03
"2002-04-30","Rapeseed",410.77,"World",79.75,2739.36,1091.22,73.58,82.75,0.53,988.44,86.72,102.25,1081.08,1247.56,1247.56
"2002-03-31","Rapeseed",415.85,"World",80.23,2752.33,1096.31,74.17,83.6,0.56,994.6,88.27,101.15,1085.58,1254.08,1254.08
"2002-02-28","Rapeseed",423.45,"World",80.71,2765.31,1101.4,74.75,84.46,0.6,1000.76,89.82,100.04,1090.08,1260.61,1260.61
"2021-12-31","Palm Kernel",1861.43,"World",83.75,1635.75,720.17,68.75,283.17,1.42,179.5,263.33,539.25,725,1072.08,1072.08
"2021-11-30","Palm Kernel",2050.23,"World",83.53,1630.88,718.31,70,281.57,1.49,178.9,263.49,537.92,722.87,1069.88,1069.88
"2021-10-31","Palm Kernel",1818.33,"World",83.31,1626,716.46,71.25,279.97,1.56,178.31,263.64,536.6,720.74,1067.68,1067.68
"2021-09-30","Palm Kernel",1427.27,"World",83.08,1621.12,714.6,72.5,278.38,1.62,177.71,263.79,535.27,718.6,1065.48,1065.48
"2021-08-31","Palm Kernel",1341.14,"World",82.86,1616.25,712.75,73.75,276.78,1.69,177.11,263.94,533.94,716.47,1063.28,1063.28
"2021-07-31","Palm Kernel",1274.09,"World",82.64,1611.38,710.9,75,275.18,1.76,176.51,264.1,532.62,714.34,1061.08,1061.08
"2021-06-30","Palm Kernel",1400.45,"World",82.42,1606.5,709.04,76.25,273.58,1.83,175.92,264.25,531.29,712.21,1058.88,1058.88
"2021-05-31","Palm Kernel",1530.5,"World",82.19,1601.62,707.19,77.5,271.99,1.9,175.32,264.4,529.97,710.08,1056.67,1056.67
"2021-04-30","Palm Kernel",1487.14,"World",81.97,1596.75,705.33,78.75,270.39,1.97,174.72,264.56,528.64,707.94,1054.47,1054.47
"2021-03-31","Palm Kernel",1478.59,"World",81.75,1591.88,703.48,80,268.79,2.04,174.12,264.71,527.31,705.81,1052.27,1052.27
"2021-02-28","Palm Kernel",1359.5,"World",81.53,1587,701.62,81.25,267.19,2.11,173.53,264.86,525.99,703.68,1050.07,1050.07
"2021-01-31","Palm Kernel",1368.31,"World",81.31,1582.12,699.77,82.5,265.6,2.18,172.93,265.01,524.66,701.55,1047.87,1047.87
"2020-12-31","Palm Kernel",1224.868,"World",81.08,1577.25,697.92,83.75,264,2.25,172.33,265.17,523.33,699.42,1045.67,1045.67
"2020-11-30","Palm Kernel",1073.48,"World",80.33,1579.38,696.43,83.53,264.85,2.17,171.9,264.14,522.37,700.35,1044.81,1044.81
"2020-10-31","Palm Kernel",805.91,"World",79.57,1581.5,694.94,83.31,265.71,2.08,171.46,263.11,521.4,701.28,1043.96,1043.96
"2020-09-30","Palm Kernel",767.84,"World",78.81,1583.62,693.46,83.08,266.56,2,171.02,262.08,520.44,702.21,1043.1,1043.1
"2020-08-31","Palm Kernel",739.17,"World",78.06,1585.75,691.97,82.86,267.42,1.92,170.58,261.06,519.47,703.14,1042.25,1042.25
"2020-07-31","Palm Kernel",683.93,"World",77.3,1587.88,690.49,82.64,268.27,1.83,170.15,260.03,518.51,704.07,1041.4,1041.4
"2020-06-30","Palm Kernel",724.62,"World",76.54,1590,689,82.42,269.12,1.75,169.71,259,517.54,705,1040.54,1040.54
"2020-05-31","Palm Kernel",684.95,"World",75.78,1592.12,687.51,82.19,269.98,1.67,169.27,257.97,516.58,705.93,1039.69,1039.69
"2020-04-30","Palm Kernel",720.69,"World",75.03,1594.25,686.03,81.97,270.83,1.58,168.83,256.94,515.61,706.86,1038.83,1038.83
"2020-03-31","Palm Kernel",691.04,"World",74.27,1596.38,684.54,81.75,271.69,1.5,168.4,255.92,514.65,707.79,1037.98,1037.98
"2020-02-29","Palm Kernel",801.84,"World",73.51,1598.5,683.06,81.53,272.54,1.42,167.96,254.89,513.68,708.72,1037.12,1037.12
"2020-01-31","Palm Kernel",970.53,"World",72.76,1600.62,681.57,81.31,273.4,1.33,167.52,253.86,512.72,709.65,1036.27,1036.27
"2019-12-31","Palm Kernel",969.77,"World",72,1602.75,680.08,81.08,274.25,1.25,167.08,252.83,511.75,710.58,1035.42,1035.42
"2019-11-30","Palm Kernel",767.44,"World",72.47,1603.62,680.91,80.33,274.94,1.28,166.41,252.69,513.22,711.01,1036.17,1036.17
"2019-10-31","Palm Kernel",593.74,"World",72.94,1604.5,681.74,79.57,275.62,1.31,165.74,252.54,514.69,711.44,1036.93,1036.93
"2019-09-30","Palm Kernel",613.15,"World",73.42,1605.38,682.56,78.81,276.31,1.33,165.06,252.4,516.17,711.88,1037.69,1037.69
"2019-08-31","Palm Kernel",619.33,"World",73.89,1606.25,683.39,78.06,277,1.36,164.39,252.25,517.64,712.31,1038.44,1038.44
"2019-07-31","Palm Kernel",555.03,"World",74.36,1607.12,684.22,77.3,277.69,1.39,163.72,252.1,519.11,712.74,1039.2,1039.2
"2019-06-30","Palm Kernel",542.24,"World",74.83,1608,685.04,76.54,278.38,1.42,163.04,251.96,520.58,713.17,1039.96,1039.96
"2019-05-31","Palm Kernel",573.36,"World",75.31,1608.88,685.87,75.78,279.06,1.44,162.37,251.81,522.06,713.6,1040.72,1040.72
"2019-04-30","Palm Kernel",636.23,"World",75.78,1609.75,686.69,75.03,279.75,1.47,161.69,251.67,523.53,714.03,1041.47,1041.47
"2019-03-31","Palm Kernel",654.72,"World",76.25,1610.62,687.52,74.27,280.44,1.5,161.02,251.52,525,714.46,1042.23,1042.23
"2019-02-28","Palm Kernel",694.67,"World",76.72,1611.5,688.35,73.51,281.12,1.53,160.35,251.38,526.47,714.89,1042.99,1042.99
"2019-01-31","Palm Kernel",765,"World",77.19,1612.38,689.17,72.76,281.81,1.56,159.67,251.23,527.94,715.32,1043.74,1043.74
"2018-12-31","Palm Kernel",738.36,"World",77.67,1613.25,690,72,282.5,1.58,159,251.08,529.42,715.75,1044.5,1044.5
"2018-11-30","Palm Kernel",707.62,"World",76.08,1607.76,686.68,72.47,280.56,1.59,158.73,250.23,526.36,713.41,1039.72,1039.72
"2018-10-31","Palm Kernel",794.49,"World",74.49,1602.28,683.36,72.94,278.62,1.6,158.46,249.38,523.31,711.07,1034.93,1034.93
"2018-09-30","Palm Kernel",865.63,"World",72.9,1596.79,680.04,73.42,276.69,1.6,158.19,248.52,520.25,708.73,1030.15,1030.15
"2018-08-31","Palm Kernel",900.22,"World",71.31,1591.31,676.72,73.89,274.75,1.61,157.92,247.67,517.19,706.39,1025.36,1025.36
"2018-07-31","Palm Kernel",877.16,"World",69.72,1585.82,673.4,74.36,272.81,1.62,157.65,246.81,514.14,704.05,1020.58,1020.58
"2018-06-30","Palm Kernel",865.71,"World",68.12,1580.33,670.08,74.83,270.88,1.62,157.38,245.96,511.08,701.71,1015.79,1015.79
"2018-05-31","Palm Kernel",935.25,"World",66.53,1574.85,666.76,75.31,268.94,1.63,157.1,245.1,508.03,699.37,1011.01,1011.01
"2018-04-30","Palm Kernel",1006.71,"World",64.94,1569.36,663.44,75.78,267,1.64,156.83,244.25,504.97,697.03,1006.22,1006.22
"2018-03-31","Palm Kernel",1016.19,"World",63.35,1563.88,660.12,76.25,265.06,1.65,156.56,243.4,501.92,694.69,1001.44,1001.44
"2018-02-28","Palm Kernel",1145.38,"World",61.76,1558.39,656.81,76.72,263.12,1.65,156.29,242.54,498.86,692.35,996.65,996.65
"2018-01-31","Palm Kernel",1265,"World",60.17,1552.9,653.49,77.19,261.19,1.66,156.02,241.69,495.81,690.01,991.87,991.87
"2017-12-31","Palm Kernel",1305.66,"World",58.58,1547.42,650.17,77.67,259.25,1.67,155.75,240.83,492.75,687.67,987.08,987.08
"2017-11-30","Palm Kernel",1444.77,"World",58.29,1537.65,646.03,76.08,259.12,1.66,155.1,239.62,489.27,683.31,981.22,981.22
"2017-10-31","Palm Kernel",1418.86,"World",58,1527.89,641.89,74.49,258.99,1.65,154.44,238.42,485.79,678.94,975.36,975.36
"2017-09-30","Palm Kernel",1336.05,"World",57.71,1518.12,637.75,72.9,258.85,1.65,153.79,237.21,482.31,674.58,969.5,969.5
"2017-08-31","Palm Kernel",1174.35,"World",57.42,1508.36,633.61,71.31,258.72,1.64,153.14,236,478.83,670.22,963.64,963.64
"2017-07-31","Palm Kernel",1033.57,"World",57.12,1498.6,629.47,69.72,258.59,1.63,152.49,234.79,475.35,665.86,957.78,957.78
"2017-06-30","Palm Kernel",1030.83,"World",56.83,1488.83,625.33,68.12,258.46,1.62,151.83,233.58,471.88,661.5,951.92,951.92
"2017-05-31","Palm Kernel",1098.57,"World",56.54,1479.07,621.19,66.53,258.33,1.62,151.18,232.38,468.4,657.14,946.06,946.06
"2017-04-30","Palm Kernel",1085.56,"World",56.25,1469.31,617.06,64.94,258.19,1.61,150.53,231.17,464.92,652.78,940.19,940.19
"2017-03-31","Palm Kernel",1229.57,"World",55.96,1459.54,612.92,63.35,258.06,1.6,149.88,229.96,461.44,648.42,934.33,934.33
"2017-02-28","Palm Kernel",1566.5,"World",55.67,1449.78,608.78,61.76,257.93,1.6,149.22,228.75,457.96,644.06,928.47,928.47
"2017-01-31","Palm Kernel",1737.27,"World",55.38,1440.01,604.64,60.17,257.8,1.59,148.57,227.54,454.48,639.69,922.61,922.61
"2016-12-31","Palm Kernel",1666.43,"World",55.08,1430.25,600.5,58.58,257.67,1.58,147.92,226.33,451,635.33,916.75,916.75
"2016-11-30","Palm Kernel",1512.95,"World",56.25,1420.94,597.67,58.39,257.18,1.6,147.33,225.86,448.74,631.12,913.24,913.24
"2016-10-31","Palm Kernel",1331.19,"World",57.42,1411.62,594.83,58.19,256.69,1.62,146.74,225.39,446.47,626.92,909.72,909.72
"2016-09-30","Palm Kernel",1443.86,"World",58.58,1402.31,592,58,256.21,1.65,146.15,224.92,444.21,622.71,906.21,906.21
"2016-08-31","Palm Kernel",1423.7,"World",59.75,1393,589.17,57.81,255.72,1.67,145.56,224.44,441.94,618.5,902.69,902.69
"2016-07-31","Palm Kernel",1290,"World",60.92,1383.69,586.33,57.61,255.24,1.69,144.97,223.97,439.68,614.29,899.18,899.18
"2016-06-30","Palm Kernel",1337.27,"World",62.08,1374.38,583.5,57.42,254.75,1.71,144.38,223.5,437.42,610.08,895.67,895.67
"2016-05-31","Palm Kernel",1218.25,"World",63.25,1365.06,580.67,57.22,254.26,1.73,143.78,223.03,435.15,605.88,892.15,892.15
"2016-04-30","Palm Kernel",1299.05,"World",64.42,1355.75,577.83,57.03,253.78,1.75,143.19,222.56,432.89,601.67,888.64,888.64
"2016-03-31","Palm Kernel",1210.6,"World",65.58,1346.44,575,56.83,253.29,1.77,142.6,222.08,430.62,597.46,885.12,885.12
"2016-02-29","Palm Kernel",986.9,"World",66.75,1337.12,572.17,56.64,252.81,1.79,142.01,221.61,428.36,593.25,881.61,881.61
"2016-01-31","Palm Kernel",895.63,"World",67.92,1327.81,569.33,56.44,252.32,1.81,141.42,221.14,426.1,589.04,878.1,878.1
"2015-12-31","Palm Kernel",849.55,"World",69.08,1318.5,566.5,56.25,251.83,1.83,140.83,220.67,423.83,584.83,874.58,874.58
"2015-11-30","Palm Kernel",788.75,"World",69.9,1322.78,567.97,57.32,253.34,1.85,141.27,221.78,424.85,586.95,878.63,878.63
"2015-10-31","Palm Kernel",857.73,"World",70.72,1327.06,569.44,58.39,254.85,1.86,141.71,222.89,425.88,589.07,882.68,882.68
"2015-09-30","Palm Kernel",799.66,"World",71.54,1331.33,570.92,59.46,256.35,1.88,142.15,224,426.9,591.19,886.73,886.73
"2015-08-31","Palm Kernel",735.48,"World",72.36,1335.61,572.39,60.53,257.86,1.89,142.58,225.11,427.92,593.31,890.78,890.78
"2015-07-31","Palm Kernel",869.13,"World",73.18,1339.89,573.86,61.6,259.37,1.9,143.02,226.22,428.94,595.42,894.83,894.83
"2015-06-30","Palm Kernel",914.43,"World",74,1344.17,575.33,62.67,260.88,1.92,143.46,227.33,429.96,597.54,898.88,898.88
"2015-05-31","Palm Kernel",962.06,"World",74.82,1348.44,576.81,63.74,262.38,1.93,143.9,228.44,430.98,599.66,902.92,902.92
"2015-04-30","Palm Kernel",979.75,"World",75.64,1352.72,578.28,64.81,263.89,1.94,144.33,229.56,432,601.78,906.97,906.97
"2015-03-31","Palm Kernel",1020.8,"World",76.46,1357,579.75,65.88,265.4,1.96,144.77,230.67,433.02,603.9,911.02,911.02
"2015-02-28","Palm Kernel",1052.37,"World",77.28,1361.28,581.22,66.94,266.9,1.97,145.21,231.78,434.04,606.01,915.07,915.07
"2015-01-31","Palm Kernel",1010.48,"World",78.1,1365.56,582.69,68.01,268.41,1.99,145.65,232.89,435.06,608.13,919.12,919.12
"2014-12-31","Palm Kernel",972.26,"World",78.92,1369.83,584.17,69.08,269.92,2,146.08,234,436.08,610.25,923.17,923.17
"2014-11-30","Palm Kernel",970,"World",78.13,1365.17,581.28,69.9,267.4,1.99,145.69,231.92,433.59,608.53,918.58,918.58
"2014-10-31","Palm Kernel",936.09,"World",77.35,1360.51,578.39,70.72,264.89,1.99,145.31,229.83,431.1,606.82,914,914
"2014-09-30","Palm Kernel",904.55,"World",76.56,1355.85,575.5,71.54,262.38,1.98,144.92,227.75,428.6,605.1,909.42,909.42
"2014-08-31","Palm Kernel",938.81,"World",75.78,1351.19,572.61,72.36,259.86,1.97,144.53,225.67,426.11,603.39,904.83,904.83
"2014-07-31","Palm Kernel",1106.3,"World",74.99,1346.53,569.72,73.18,257.35,1.97,144.14,223.58,423.62,601.67,900.25,900.25
"2014-06-30","Palm Kernel",1233.75,"World",74.21,1341.88,566.83,74,254.83,1.96,143.75,221.5,421.12,599.96,895.67,895.67
"2014-05-31","Palm Kernel",1255.25,"World",73.42,1337.22,563.94,74.82,252.32,1.95,143.36,219.42,418.63,598.24,891.08,891.08
"2014-04-30","Palm Kernel",1291.75,"World",72.64,1332.56,561.06,75.64,249.81,1.94,142.97,217.33,416.14,596.53,886.5,886.5
"2014-03-31","Palm Kernel",1376.9,"World",71.85,1327.9,558.17,76.46,247.29,1.94,142.58,215.25,413.65,594.81,881.92,881.92
"2014-02-28","Palm Kernel",1292,"World",71.07,1323.24,555.28,77.28,244.78,1.93,142.19,213.17,411.15,593.1,877.33,877.33
"2014-01-31","Palm Kernel",1158.64,"World",70.28,1318.58,552.39,78.1,242.26,1.92,141.81,211.08,408.66,591.38,872.75,872.75
"2013-12-31","Palm Kernel",1147,"World",69.5,1313.92,549.5,78.92,239.75,1.92,141.42,209,406.17,589.67,868.17,868.17
"2013-11-30","Palm Kernel",1108.1,"World",70.12,1307.69,547.9,78.13,242.4,2.13,140.89,211.41,404.88,586.9,868.43,868.43
"2013-10-31","Palm Kernel",912.17,"World",70.74,1301.47,546.31,77.35,245.04,2.35,140.36,213.82,403.6,584.14,868.69,868.69
"2013-09-30","Palm Kernel",909.76,"World",71.35,1295.25,544.71,76.56,247.69,2.56,139.83,216.23,402.31,581.38,868.96,868.96
"2013-08-31","Palm Kernel",868.64,"World",71.97,1289.03,543.11,75.78,250.33,2.78,139.31,218.64,401.03,578.61,869.22,869.22
"2013-07-31","Palm Kernel",835.54,"World",72.59,1282.81,541.51,74.99,252.98,2.99,138.78,221.05,399.74,575.85,869.49,869.49
"2013-06-30","Palm Kernel",853.5,"World",73.21,1276.58,539.92,74.21,255.62,3.21,138.25,223.46,398.46,573.08,869.75,869.75
"2013-05-31","Palm Kernel",827.5,"World",73.83,1270.36,538.32,73.42,258.27,3.42,137.72,225.87,397.17,570.32,870.01,870.01
"2013-04-30","Palm Kernel",830.71,"World",74.44,1264.14,536.72,72.64,260.92,3.64,137.19,228.28,395.89,567.56,870.28,870.28
"2013-03-31","Palm Kernel",832.75,"World",75.06,1257.92,535.12,71.85,263.56,3.85,136.67,230.69,394.6,564.79,870.54,870.54
"2013-02-28","Palm Kernel",836,"World",75.68,1251.69,533.53,71.07,266.21,4.07,136.14,233.1,393.32,562.03,870.81,870.81
"2013-01-31","Palm Kernel",801.36,"World",76.3,1245.47,531.93,70.28,268.85,4.28,135.61,235.51,392.03,559.26,871.07,871.07
"2012-12-31","Palm Kernel",753.53,"World",76.92,1239.25,530.33,69.5,271.5,4.5,135.08,237.92,390.75,556.5,871.33,871.33
"2012-11-30","Palm Kernel",806.7,"World",75.78,1232.25,526.72,70.12,268.57,4.28,134.65,236.23,387.78,553.4,865.4,865.4
"2012-10-31","Palm Kernel",863.04,"World",74.64,1225.25,523.1,70.74,265.64,4.07,134.22,234.54,384.81,550.29,859.47,859.47
"2012-09-30","Palm Kernel",980,"World",73.5,1218.25,519.48,71.35,262.71,3.85,133.79,232.85,381.83,547.19,853.54,853.54
"2012-08-31","Palm Kernel",1007.61,"World",72.36,1211.25,515.86,71.97,259.78,3.64,133.36,231.17,378.86,544.08,847.61,847.61
"2012-07-31","Palm Kernel",1063.18,"World",71.22,1204.25,512.24,72.59,256.85,3.42,132.93,229.48,375.89,540.98,841.68,841.68
"2012-06-30","Palm Kernel",1089.05,"World",70.08,1197.25,508.62,73.21,253.92,3.21,132.5,227.79,372.92,537.88,835.75,835.75
"2012-05-31","Palm Kernel",1236.75,"World",68.94,1190.25,505.01,73.83,250.99,2.99,132.07,226.1,369.94,534.77,829.82,829.82
"2012-04-30","Palm Kernel",1394.72,"World",67.81,1183.25,501.39,74.44,248.06,2.78,131.64,224.42,366.97,531.67,823.89,823.89
"2012-03-31","Palm Kernel",1366.43,"World",66.67,1176.25,497.77,75.06,245.12,2.56,131.21,222.73,364,528.56,817.96,817.96
"2012-02-29","Palm Kernel",1365.48,"World",65.53,1169.25,494.15,75.68,242.19,2.35,130.78,221.04,361.03,525.46,812.03,812.03
"2012-01-31","Palm Kernel",1362.05,"World",64.39,1162.25,490.53,76.3,239.26,2.13,130.35,219.35,358.06,522.35,806.1,806.1
"2011-12-31","Palm Kernel",1376.58,"World",63.25,1155.25,486.92,76.92,236.33,1.92,129.92,217.67,355.08,519.25,800.17,800.17
"2011-11-30","Palm Kernel",1294.32,"World",62.12,1149.22,482.93,75.78,236.69,1.88,128.69,216.76,352.35,516.52,795.4,795.4
"2011-10-31","Palm Kernel",1082.62,"World",61,1143.19,478.94,74.64,237.06,1.85,127.47,215.85,349.62,513.79,790.64,790.64
"2011-09-30","Palm Kernel",1264.32,"World",59.88,1137.17,474.96,73.5,237.42,1.81,126.25,214.94,346.9,511.06,785.88,785.88
"2011-08-31","Palm Kernel",1377.83,"World",58.75,1131.14,470.97,72.36,237.78,1.78,125.03,214.03,344.17,508.33,781.11,781.11
"2011-07-31","Palm Kernel",1372.62,"World",57.62,1125.11,466.99,71.22,238.14,1.74,123.81,213.12,341.44,505.6,776.35,776.35
"2011-06-30","Palm Kernel",1761.75,"World",56.5,1119.08,463,70.08,238.5,1.71,122.58,212.21,338.71,502.88,771.58,771.58
"2011-05-31","Palm Kernel",1985.48,"World",55.38,1113.06,459.01,68.94,238.86,1.67,121.36,211.3,335.98,500.15,766.82,766.82
"2011-04-30","Palm Kernel",1906.32,"World",54.25,1107.03,455.03,67.81,239.22,1.64,120.14,210.39,333.25,497.42,762.06,762.06
"2011-03-31","Palm Kernel",1975.22,"World",53.12,1101,451.04,66.67,239.58,1.6,118.92,209.48,330.52,494.69,757.29,757.29
"2011-02-28","Palm Kernel",2307.63,"World",52,1094.97,447.06,65.53,239.94,1.57,117.69,208.57,327.79,491.96,752.53,752.53
"2011-01-31","Palm Kernel",2139.05,"World",50.88,1088.94,443.07,64.39,240.31,1.53,116.47,207.66,325.06,489.23,747.76,747.76
"2010-12-31","Palm Kernel",1829.55,"World",49.75,1082.92,439.08,63.25,240.67,1.5,115.25,206.75,322.33,486.5,743,743
"2010-11-30","Palm Kernel",1631.14,"World",49.08,1080.3,438.95,62.12,241.21,1.58,115.89,207.8,321.48,485.4,742.28,742.28
"2010-10-31","Palm Kernel",1420.95,"World",48.42,1077.68,438.82,61,241.75,1.67,116.53,208.85,320.62,484.31,741.57,741.57
"2010-09-30","Palm Kernel",1259.66,"World",47.75,1075.06,438.69,59.88,242.29,1.75,117.17,209.9,319.77,483.21,740.85,740.85
"2010-08-31","Palm Kernel",1171.14,"World",47.08,1072.44,438.56,58.75,242.83,1.83,117.81,210.94,318.92,482.11,740.14,740.14
"2010-07-31","Palm Kernel",1063.86,"World",46.42,1069.83,438.42,57.62,243.38,1.92,118.44,211.99,318.06,481.01,739.42,739.42
"2010-06-30","Palm Kernel",1050,"World",45.75,1067.21,438.29,56.5,243.92,2,119.08,213.04,317.21,479.92,738.71,738.71
"2010-05-31","Palm Kernel",1031.05,"World",45.08,1064.59,438.16,55.38,244.46,2.08,119.72,214.09,316.35,478.82,737.99,737.99
"2010-04-30","Palm Kernel",1021.05,"World",44.42,1061.97,438.03,54.25,245,2.17,120.36,215.14,315.5,477.72,737.28,737.28
"2010-03-31","Palm Kernel",996.96,"World",43.75,1059.35,437.9,53.12,245.54,2.25,121,216.19,314.65,476.62,736.56,736.56
"2010-02-28","Palm Kernel",894,"World",43.08,1056.74,437.76,52,246.08,2.33,121.64,217.24,313.79,475.53,735.85,735.85
"2010-01-31","Palm Kernel",879.5,"World",42.42,1054.12,437.63,50.88,246.62,2.42,122.28,218.28,312.94,474.43,735.13,735.13
"2009-12-31","Palm Kernel",835.45,"World",41.75,1051.5,437.5,49.75,247.17,2.5,122.92,219.33,312.08,473.33,734.42,734.42
"2009-11-30","Palm Kernel",754.52,"World",41.98,1046.15,435.24,49.08,246.74,2.53,123.21,218.13,309.5,470.96,731.07,731.07
"2009-10-31","Palm Kernel",727.05,"World",42.21,1040.81,432.99,48.42,246.32,2.57,123.5,216.93,306.92,468.58,727.72,727.72
"2009-09-30","Palm Kernel",700.68,"World",42.44,1035.46,430.73,47.75,245.9,2.6,123.79,215.73,304.33,466.21,724.38,724.38
"2009-08-31","Palm Kernel",726.19,"World",42.67,1030.11,428.47,47.08,245.47,2.64,124.08,214.53,301.75,463.83,721.03,721.03
"2009-07-31","Palm Kernel",663.91,"World",42.9,1024.76,426.22,46.42,245.05,2.67,124.38,213.33,299.17,461.46,717.68,717.68
"2009-06-30","Palm Kernel",732.62,"World",43.12,1019.42,423.96,45.75,244.62,2.71,124.67,212.12,296.58,459.08,714.33,714.33
"2009-05-31","Palm Kernel",826.84,"World",43.35,1014.07,421.7,45.08,244.2,2.74,124.96,210.92,294,456.71,710.99,710.99
"2009-04-30","Palm Kernel",713.5,"World",43.58,1008.72,419.44,44.42,243.78,2.78,125.25,209.72,291.42,454.33,707.64,707.64
"2009-03-31","Palm Kernel",586.25,"World",43.81,1003.38,417.19,43.75,243.35,2.81,125.54,208.52,288.83,451.96,704.29,704.29
"2009-02-28","Palm Kernel",565.25,"World",44.04,998.03,414.93,43.08,242.93,2.85,125.83,207.32,286.25,449.58,700.94,700.94
"2009-01-31","Palm Kernel",556,"World",44.27,992.68,412.67,42.42,242.51,2.88,126.12,206.12,283.67,447.21,697.6,697.6
"2008-12-31","Palm Kernel",540.24,"World",44.5,987.33,410.42,41.75,242.08,2.92,126.42,204.92,281.08,444.83,694.25,694.25
"2008-11-30","Palm Kernel",514.5,"World",43.58,982.97,407.25,41.98,240.67,2.86,124.86,203.39,279.53,442.94,689.9,689.9
"2008-10-31","Palm Kernel",750.65,"World",42.65,978.61,404.08,42.21,239.26,2.81,123.31,201.86,277.97,441.04,685.56,685.56
"2008-09-30","Palm Kernel",994.09,"World",41.73,974.25,400.92,42.44,237.85,2.75,121.75,200.33,276.42,439.15,681.21,681.21
"2008-08-31","Palm Kernel",1064.29,"World",40.81,969.89,397.75,42.67,236.44,2.69,120.19,198.81,274.86,437.25,676.86,676.86
"2008-07-31","Palm Kernel",1253.48,"World",39.88,965.53,394.58,42.9,235.03,2.64,118.64,197.28,273.31,435.35,672.51,672.51
"2008-06-30","Palm Kernel",1396.67,"World",38.96,961.17,391.42,43.12,233.62,2.58,117.08,195.75,271.75,433.46,668.17,668.17
"2008-05-31","Palm Kernel",1432.5,"World",38.03,956.81,388.25,43.35,232.22,2.53,115.53,194.22,270.19,431.56,663.82,663.82
"2008-04-30","Palm Kernel",1425.91,"World",37.11,952.44,385.08,43.58,230.81,2.47,113.97,192.69,268.64,429.67,659.47,659.47
"2008-03-31","Palm Kernel",1456.39,"World",36.19,948.08,381.92,43.81,229.4,2.42,112.42,191.17,267.08,427.77,655.12,655.12
"2008-02-29","Palm Kernel",1391.67,"World",35.26,943.72,378.75,44.04,227.99,2.36,110.86,189.64,265.53,425.88,650.78,650.78
"2008-01-31","Palm Kernel",1278.18,"World",34.34,939.36,375.58,44.27,226.58,2.31,109.31,188.11,263.97,423.98,646.43,646.43
"2007-12-31","Palm Kernel",1136.53,"World",33.42,935,372.42,44.5,225.17,2.25,107.75,186.58,262.42,422.08,642.08,642.08
"2007-11-30","Palm Kernel",1115,"World",34.15,927.97,371.06,43.58,224.28,2.23,108.01,186.08,260.83,418.7,638.92,638.92
"2007-10-31","Palm Kernel",999.67,"World",34.88,920.94,369.71,42.65,223.4,2.21,108.26,185.57,259.24,415.32,635.76,635.76
"2007-09-30","Palm Kernel",926.63,"World",35.6,913.92,368.35,41.73,222.52,2.19,108.52,185.06,257.65,411.94,632.6,632.6
"2007-08-31","Palm Kernel",904.02,"World",36.33,906.89,367,40.81,221.64,2.17,108.78,184.56,256.06,408.56,629.44,629.44
"2007-07-31","Palm Kernel",919.55,"World",37.06,899.86,365.65,39.88,220.76,2.15,109.03,184.05,254.47,405.17,626.28,626.28
"2007-06-30","Palm Kernel",968.33,"World",37.79,892.83,364.29,38.96,219.88,2.12,109.29,183.54,252.88,401.79,623.12,623.12
"2007-05-31","Palm Kernel",866.85,"World",38.52,885.81,362.94,38.03,218.99,2.1,109.55,183.03,251.28,398.41,619.97,619.97
"2007-04-30","Palm Kernel",797.26,"World",39.25,878.78,361.58,37.11,218.11,2.08,109.81,182.53,249.69,395.03,616.81,616.81
"2007-03-31","Palm Kernel",701.14,"World",39.98,871.75,360.23,36.19,217.23,2.06,110.06,182.02,248.1,391.65,613.65,613.65
"2007-02-28","Palm Kernel",676.75,"World",40.71,864.72,358.88,35.26,216.35,2.04,110.32,181.51,246.51,388.26,610.49,610.49
"2007-01-31","Palm Kernel",649.13,"World",41.44,857.69,357.52,34.34,215.47,2.02,110.58,181.01,244.92,384.88,607.33,607.33
"2006-12-31","Palm Kernel",640.71,"World",42.17,850.67,356.17,33.42,214.58,2,110.83,180.5,243.33,381.5,604.17,604.17
"2006-11-30","Palm Kernel",594.43,"World",41.72,849.14,354.3,34.15,211.99,1.95,110.46,178.03,241.89,380.69,600.44,600.44
"2006-10-31","Palm Kernel",557.61,"World",41.26,847.61,352.43,34.88,209.4,1.9,110.08,175.56,240.44,379.89,596.71,596.71
"2006-09-30","Palm Kernel",543.57,"World",40.81,846.08,350.56,35.6,206.81,1.85,109.71,173.08,239,379.08,592.98,592.98
"2006-08-31","Palm Kernel",566.85,"World",40.36,844.56,348.69,36.33,204.22,1.81,109.33,170.61,237.56,378.28,589.25,589.25
"2006-07-31","Palm Kernel",555.71,"World",39.91,843.03,346.83,37.06,201.63,1.76,108.96,168.14,236.11,377.47,585.52,585.52
"2006-06-30","Palm Kernel",534.77,"World",39.46,841.5,344.96,37.79,199.04,1.71,108.58,165.67,234.67,376.67,581.79,581.79
"2006-05-31","Palm Kernel",558.26,"World",39.01,839.97,343.09,38.52,196.45,1.66,108.21,163.19,233.22,375.86,578.06,578.06
