md5,DATE,PIX_CHINA_BHKP_NET_USDT,PIX_CHINA_NBSK_NET_USDT,year,month,day,quarter,week,weekday,datasource,ingestion_date
2d37cf8996c9720ce8a6fb0253ef9bd9,2017-04-04T00:00:00Z,592.08,647.76,2017,4,4,2,14,Tuesday,foex,2022-01-20T17:26:52.151Z
a902dbdce318fc04ab2cdbfc23383b77,2017-04-11T00:00:00Z,598.47,644.48,2017,4,11,2,15,Tuesday,foex,2022-01-20T17:26:52.151Z
aca5dc4e1bb75c2afa1973ac3a2b88d6,2017-04-18T00:00:00Z,600.08,642.52,2017,4,18,2,16,Tuesday,foex,2022-01-20T17:26:52.151Z
0ddc73bf4938cbf98411d7bfdabf02b6,2017-04-25T00:00:00Z,610.29,646.2,2017,4,25,2,17,Tuesday,foex,2022-01-20T17:26:52.151Z
58c2c32c2ace5c41f658aca3f814ebd7,2017-05-02T00:00:00Z,613.88,647.22,2017,5,2,2,18,Tuesday,foex,2022-01-20T17:26:52.151Z
bd8757498aeff45f479463cec823a1dc,2017-05-09T00:00:00Z,616.86,647.19,2017,5,9,2,19,Tuesday,foex,2022-01-20T17:26:52.151Z
a9a7a81d6970308ed0a4d9d6069aefe7,2017-05-16T00:00:00Z,618.44,646.98,2017,5,16,2,20,Tuesday,foex,2022-01-20T17:26:52.151Z
739749f96f86802971a9532601b5189a,2017-05-23T00:00:00Z,619.26,647.03,2017,5,23,2,21,Tuesday,foex,2022-01-20T17:26:52.151Z
a229f1bfaaba382ea61e2d4cb298aa8a,2017-05-30T00:00:00Z,634.17,650.82,2017,5,30,2,22,Tuesday,foex,2022-01-20T17:26:52.151Z
82d2cd6575f94ce030a8d7cab3884ba1,2017-06-06T00:00:00Z,633.37,648.51,2017,6,6,2,23,Tuesday,foex,2022-01-20T17:26:52.151Z
085e3f942af1feeba5716725f62a17d9,2017-06-13T00:00:00Z,634.96,644.92,2017,6,13,2,24,Tuesday,foex,2022-01-20T17:26:52.151Z
72951d8953607fd0a544b16d494597a1,2017-06-20T00:00:00Z,633.95,639.9,2017,6,20,2,25,Tuesday,foex,2022-01-20T17:26:52.151Z
69ca5bce32ad3001328ac77345a5b42c,2017-06-27T00:00:00Z,630.39,630.03,2017,6,27,2,26,Tuesday,foex,2022-01-20T17:26:52.151Z
55ce53e7d0077620d58416ad057068f0,2017-07-04T00:00:00Z,630.2,628.28,2017,7,4,3,27,Tuesday,foex,2022-01-20T17:26:52.151Z
5d10df0da9f2b467da310afa18c15035,2017-07-11T00:00:00Z,629.92,627.82,2017,7,11,3,28,Tuesday,foex,2022-01-20T17:26:52.151Z
d1e733ac2eb6f3e8bb6a31b4bcbc4809,2017-07-18T00:00:00Z,631.68,631.6,2017,7,18,3,29,Tuesday,foex,2022-01-20T17:26:52.151Z
8aa982cad4d18e773cbea101d0e8ccf3,2017-07-25T00:00:00Z,631.87,631.28,2017,7,25,3,30,Tuesday,foex,2022-01-20T17:26:52.151Z
21b1ce78e76bfa47af38bb41cdcf3ab3,2017-08-01T00:00:00Z,631.14,634.42,2017,8,1,3,31,Tuesday,foex,2022-01-20T17:26:52.151Z
8444d1d191f76323bf85683743537914,2017-08-08T00:00:00Z,631.92,649.56,2017,8,8,3,32,Tuesday,foex,2022-01-20T17:26:52.151Z
96c135235aa7ba302925725662f564c7,2017-08-15T00:00:00Z,634.37,656.26,2017,8,15,3,33,Tuesday,foex,2022-01-20T17:26:52.151Z
2b03bffb28e625673dda9a1d371a5182,2017-08-22T00:00:00Z,640.12,658.28,2017,8,22,3,34,Tuesday,foex,2022-01-20T17:26:52.151Z
3c331e135ab349b19b23ca3a5852fd4b,2017-08-29T00:00:00Z,643.77,663.42,2017,8,29,3,35,Tuesday,foex,2022-01-20T17:26:52.151Z
d92ea599e87ca91ca456475c51b6faa6,2017-09-05T00:00:00Z,647.46,667.42,2017,9,5,3,36,Tuesday,foex,2022-01-20T17:26:52.151Z
347cd9f7c10b00e840b91f3a9575392a,2017-09-12T00:00:00Z,656.78,682.21,2017,9,12,3,37,Tuesday,foex,2022-01-20T17:26:52.151Z
41c74c6606116f3d2fabfd3cbc1492c3,2017-09-19T00:00:00Z,674.24,711.87,2017,9,19,3,38,Tuesday,foex,2022-01-20T17:26:52.151Z
bc445cf362e3f8fa870796fe43f11970,2017-09-26T00:00:00Z,684.16,733.48,2017,9,26,3,39,Tuesday,foex,2022-01-20T17:26:52.151Z
18a59992d7c063b2398a7dc2924aedeb,2017-10-03T00:00:00Z,685.58,734.41,2017,10,3,4,40,Tuesday,foex,2022-01-20T17:26:52.151Z
49e7dd0bac6f0aefbc1b185ed83eee08,2017-10-10T00:00:00Z,686.41,737.24,2017,10,10,4,41,Tuesday,foex,2022-01-20T17:26:52.151Z
a96e56c9ea7289006402a86377d81a46,2017-10-17T00:00:00Z,691.78,749.84,2017,10,17,4,42,Tuesday,foex,2022-01-20T17:26:52.151Z
2260c0c249bbca83c6d2353c2871dcab,2017-10-24T00:00:00Z,709.75,794.74,2017,10,24,4,43,Tuesday,foex,2022-01-20T17:26:52.151Z
2af6c21a8504ff5a217d8280171f0d1e,2017-10-31T00:00:00Z,720.41,810.13,2017,10,31,4,44,Tuesday,foex,2022-01-20T17:26:52.151Z
c6d3c866d0476765195ddf2ff0d96c27,2017-11-07T00:00:00Z,722.42,846.54,2017,11,7,4,45,Tuesday,foex,2022-01-20T17:26:52.151Z
9ed09557bb18c0198233b6b895a02921,2017-11-14T00:00:00Z,731.36,850.07,2017,11,14,4,46,Tuesday,foex,2022-01-20T17:26:52.151Z
ec54012318859c3c238b29878d1d080f,2017-11-21T00:00:00Z,734.3,885.09,2017,11,21,4,47,Tuesday,foex,2022-01-20T17:26:52.151Z
2ace2f20ef05ca9333864bec4e3bf856,2017-11-28T00:00:00Z,737.83,880.28,2017,11,28,4,48,Tuesday,foex,2022-01-20T17:26:52.151Z
00f690edd77311d3ac185f12ac495e9b,2017-12-05T00:00:00Z,742.09,885.2,2017,12,5,4,49,Tuesday,foex,2022-01-20T17:26:52.151Z
bd3d9c8557adeb5c2e5054565058650e,2017-12-12T00:00:00Z,740.93,879.79,2017,12,12,4,50,Tuesday,foex,2022-01-20T17:26:52.151Z
93b8e5783150c0da29602205ec2919e8,2017-12-19T00:00:00Z,753.42,876.72,2017,12,19,4,51,Tuesday,foex,2022-01-20T17:26:52.151Z
be71dce5e40365c4fa91518bd224461b,2017-12-27T00:00:00Z,757.57,875.35,2017,12,27,4,52,Wednesday,foex,2022-01-20T17:26:52.151Z
33437d53bf1287344672c061a4338e38,2018-01-02T00:00:00Z,755.92,876.53,2018,1,2,1,1,Tuesday,foex,2022-01-20T17:26:52.151Z
2de17ffd25af2e6f0e311d65f9f1dcb5,2018-01-09T00:00:00Z,759.24,879.75,2018,1,9,1,2,Tuesday,foex,2022-01-20T17:26:52.151Z
013a28fce062010f1185e357c4c0d2b0,2018-01-16T00:00:00Z,758.71,879.94,2018,1,16,1,3,Tuesday,foex,2022-01-20T17:26:52.151Z
8a18484752c7e9ba08a7173797416cd0,2018-01-23T00:00:00Z,758.98,880.46,2018,1,23,1,4,Tuesday,foex,2022-01-20T17:26:52.151Z
ef17b854d676e48ffdfe481a2e7da6eb,2018-01-30T00:00:00Z,758.96,889.44,2018,1,30,1,5,Tuesday,foex,2022-01-20T17:26:52.151Z
4d1e9474fcbe057024c333a9ea9a4255,2018-02-06T00:00:00Z,759.47,899.41,2018,2,6,1,6,Tuesday,foex,2022-01-20T17:26:52.151Z
fd9af7b8e6afcfba056ead5c49bfa7d0,2018-02-13T00:00:00Z,760.6,901.97,2018,2,13,1,7,Tuesday,foex,2022-01-20T17:26:52.151Z
e07c66d5f6468d1fa49febbd13ad71f8,2018-02-20T00:00:00Z,759.96,897.57,2018,2,20,1,8,Tuesday,foex,2022-01-20T17:26:52.151Z
4eb20f14d22540bd9d31a49ab13ed73c,2018-02-27T00:00:00Z,761.68,894.97,2018,2,27,1,9,Tuesday,foex,2022-01-20T17:26:52.151Z
70d8463bb30c2ffc16d98e505ce1d4be,2018-03-06T00:00:00Z,761.6,902.61,2018,3,6,1,10,Tuesday,foex,2022-01-20T17:26:52.151Z
fb3a0286a46059fb4bc0ab1937ae6346,2018-03-13T00:00:00Z,762.51,901.34,2018,3,13,1,11,Tuesday,foex,2022-01-20T17:26:52.151Z
8b93bf1a6847f5deb970394d0cc6404c,2018-03-20T00:00:00Z,759.49,900.43,2018,3,20,1,12,Tuesday,foex,2022-01-20T17:26:52.151Z
d6afa20a2e808516c90ccd2b16b83272,2018-03-27T00:00:00Z,760.25,897.63,2018,3,27,1,13,Tuesday,foex,2022-01-20T17:26:52.151Z
b8430fffa9dd43fa1ae52a39ae2a8298,2018-04-03T00:00:00Z,762.76,899.24,2018,4,3,2,14,Tuesday,foex,2022-01-20T17:26:52.151Z
3507a25517b52efa43157cb7e83e3d67,2018-04-10T00:00:00Z,764.96,898.15,2018,4,10,2,15,Tuesday,foex,2022-01-20T17:26:52.151Z
4c8a084fdf1f144da0c42002a3832101,2018-04-17T00:00:00Z,768.63,896.46,2018,4,17,2,16,Tuesday,foex,2022-01-20T17:26:52.151Z
a13c5b3380b5ce3274778518fd9110f8,2018-04-24T00:00:00Z,768.8,894.97,2018,4,24,2,17,Tuesday,foex,2022-01-20T17:26:52.151Z
e728b5688210957a94be1f57dbdc5f81,2018-05-02T00:00:00Z,769.7,895.11,2018,5,2,2,18,Wednesday,foex,2022-01-20T17:26:52.151Z
b34fb899525c0ec59d0e6ab09bd0756b,2018-05-08T00:00:00Z,770.31,895.45,2018,5,8,2,19,Tuesday,foex,2022-01-20T17:26:52.151Z
925e01a090162e352781cfd98911f66c,2018-05-15T00:00:00Z,769.71,894.7,2018,5,15,2,20,Tuesday,foex,2022-01-20T17:26:52.151Z
073436f100eb9381b7f9ee4852a1fd19,2018-05-22T00:00:00Z,769.08,892.13,2018,5,22,2,21,Tuesday,foex,2022-01-20T17:26:52.151Z
42f7313a918510dedd8abf8f603b634d,2018-05-29T00:00:00Z,768.76,887.84,2018,5,29,2,22,Tuesday,foex,2022-01-20T17:26:52.151Z
33200ec6a2728cff08a14871a5561b4a,2018-06-05T00:00:00Z,771.89,889.3,2018,6,5,2,23,Tuesday,foex,2022-01-20T17:26:52.151Z
661ff25ac385ba18e45a099192af14d7,2018-06-12T00:00:00Z,772.26,889.43,2018,6,12,2,24,Tuesday,foex,2022-01-20T17:26:52.151Z
4c432c46a756fc5ff42ee634db7e8593,2018-06-19T00:00:00Z,770.66,885.77,2018,6,19,2,25,Tuesday,foex,2022-01-20T17:26:52.151Z
31f27115fc201ac67bbc108d560115e3,2018-06-26T00:00:00Z,770.02,884.98,2018,6,26,2,26,Tuesday,foex,2022-01-20T17:26:52.151Z
63cb485da37d82a741d485c57323acd7,2018-07-03T00:00:00Z,769.45,881.23,2018,7,3,3,27,Tuesday,foex,2022-01-20T17:26:52.151Z
888637c9cd7a3e5e91e332a11f32d605,2018-07-10T00:00:00Z,770.06,877.49,2018,7,10,3,28,Tuesday,foex,2022-01-20T17:26:52.151Z
e6f8a13d19548a9ae5fa04c50780e5a4,2018-07-17T00:00:00Z,769.3,875.75,2018,7,17,3,29,Tuesday,foex,2022-01-20T17:26:52.151Z
91eec257d7dc97d30d4a4e05e5c52987,2018-07-24T00:00:00Z,769.41,878.1,2018,7,24,3,30,Tuesday,foex,2022-01-20T17:26:52.151Z
558be92c6c6c893b1db338d5155d58fb,2018-07-31T00:00:00Z,768.58,876.58,2018,7,31,3,31,Tuesday,foex,2022-01-20T17:26:52.151Z
0318548080e6021dfcd73e54cbb73384,2018-08-07T00:00:00Z,769.39,875.02,2018,8,7,3,32,Tuesday,foex,2022-01-20T17:26:52.151Z
26732095f33cda7a90c97ae6ba85aa41,2018-08-14T00:00:00Z,770.36,867.92,2018,8,14,3,33,Tuesday,foex,2022-01-20T17:26:52.151Z
f3822fa48946c694b5284baa8bf99af0,2018-08-21T00:00:00Z,770.35,868.18,2018,8,21,3,34,Tuesday,foex,2022-01-20T17:26:52.151Z
b63d3b2a55612ac0a7f8a8400eb2e017,2018-08-28T00:00:00Z,771.38,854.55,2018,8,28,3,35,Tuesday,foex,2022-01-20T17:26:52.151Z
a4ad471eaca4d9e8bc450a8c1245cd19,2018-09-04T00:00:00Z,771.79,858.39,2018,9,4,3,36,Tuesday,foex,2022-01-20T17:26:52.151Z
7b892e589aa6409e3d13b189c1ecf172,2018-09-11T00:00:00Z,770.56,858.04,2018,9,11,3,37,Tuesday,foex,2022-01-20T17:26:52.151Z
46db6198e9f0d406abaa6c013b5c7da5,2018-09-18T00:00:00Z,768.71,854.48,2018,9,18,3,38,Tuesday,foex,2022-01-20T17:26:52.151Z
d7c5b62c000fded9aba46a3580426fb6,2018-09-25T00:00:00Z,768.07,851.47,2018,9,25,3,39,Tuesday,foex,2022-01-20T17:26:52.151Z
188c68846080efd633326c47e18b6948,2018-10-02T00:00:00Z,766.61,855.54,2018,10,2,4,40,Tuesday,foex,2022-01-20T17:26:52.151Z
03db812fc1618cca654013c4069a8d3b,2018-10-09T00:00:00Z,766.77,855.68,2018,10,9,4,41,Tuesday,foex,2022-01-20T17:26:52.151Z
